"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Multi-Transaction Sequence Vulnerability Detection for Smart Contracts based on Inter-Path Data Dependency","S. Zhang; M. Wang; Y. Liu; Y. Zhang; B. Yu","School of Cyber Security and Computer, Hebei University, Baoding, China; School of Cyber Security and Computer, Hebei University, Baoding, China; School of Computer Science and Technology, Xidian University, Xi’an, China; School of Computer Science and Technology, Xidian University, Xi’an, China; School of Computer Science and Technology, Xidian University, Xi’an, China","2022 IEEE 22nd International Conference on Software Quality, Reliability and Security (QRS)","20 Mar 2023","2022","","","616","627","Smart contracts are commonly used to build finance-related decentralized applications. If a smart contract vulnerability is exploited by an attacker, the contract owner may suffer financial losses. We focus on a particular class of smart contract vulnerabilities that require a specific sequence of multiple transactions to trigger, which we call multi-transaction sequence vulnerabilities. Due to the combinatorial explosion problem caused by the huge number of possible transaction sequences, the efficiency and scalability for existing security analyzers to detect multi-transaction sequence vulnerabilities are limited. To alleviate the problem, we propose a vulnerability detection approach based on symbolic execution and inter-path data dependency. In the approach, we first traverse paths in a contract, and record read and write operations of each path. Then, we selectively execute paths which are conducive to discovering vulnerabilities during the subsequent detection process according to inter-path data dependencies. By pruning out most paths that are not relevant to vulnerabilities, we improve the efficiency and scalability of detecting multi-transaction sequence vulnerabilities. We evaluate our approach on 442 contracts collected from CVE reports and 104 contracts with Ether leakage and suicide defects. The experimental results show that our approach reaches an average 2x speedup comparing to Mythril.","2693-9177","978-1-6654-7704-8","10.1109/QRS57517.2022.00068","Hebei University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062352","Symbolic execution;smart contract;vulnerability detection;transaction sequence;data dependency","Scalability;Smart contracts;Software quality;Decentralized applications;Explosions;Software reliability;Security","blockchains;contracts;cryptocurrencies;program testing;security of data","contract owner;discovering vulnerabilities;inter-path data dependency;multiple transactions;multitransaction sequence vulnerabilities;multitransaction sequence vulnerability detection;possible transaction sequences;smart contract vulnerability;smart contracts;vulnerability detection approach","","","","33","IEEE","20 Mar 2023","","","IEEE","IEEE Conferences"
"Grey-box Fuzzing Based on Execution Feedback for EOSIO Smart Contracts","W. Li; M. Wang; B. Yu; Y. Shi; M. Fu; Y. Shao","School of Cyber Security and Computer, Hebei University, Baoding, China; School of Cyber Security and Computer, Hebei University, Baoding, China; School of computer science and technology, Xidian University, Xi’an, China; School of Cyber Security and Computer, Hebei University, Baoding, China; School of Cyber Security and Computer, Hebei University, Baoding, China; School of Cyber Security and Computer, Hebei University, Baoding, China","2022 29th Asia-Pacific Software Engineering Conference (APSEC)","16 Feb 2023","2022","","","1","10","As one of the representative Delegated Proof-of-Stake (DPoS) blockchain platforms, EOSIO blockchain platform is developing rapidly in recent years due to its excellent features, such as the scalability of transaction speed and support for smart contracts and decentralized applications. However, vulnerabilities in EOSIO smart contracts have caused serious economic losses and moreover vulnerability detection tools for EOSIO contracts are limited. To overcome the above shortcomings, we implement a grey-box fuzzer called GFuzzer based on WebAssembly for smart contracts on the EOSIO platform considering that EOSIO contracts are not open-sourced. In order to generate more test cases for branches that are difficult to cover, GFuzzer selects test cases with the minimum distance to explore uncovered branches for mutation. We evaluate GFuzzer on 3963 real-world smart contracts and the experimental results show that GFuzzer can detect more vulnerabilities in EOSIO contracts than the existing tools EOSFuzzer and EVulHunter, and is efficient in achieving high branch coverage during vulnerability detection.","2640-0715","978-1-6654-5537-4","10.1109/APSEC57359.2022.00012","Hebei University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10043272","Smart contract;Wasm;Fuzzing;Vulnerability detection","Economics;Scalability;Smart contracts;Fuzzing;Decentralized applications;Blockchains;Software engineering","blockchains;contracts;cryptocurrencies;program diagnostics;program testing;security of data","Delegated Proof-of-Stake blockchain platforms;EOSIO blockchain platform;EOSIO contracts;EOSIO platform;EOSIO smart contracts;GFuzzer;grey-box fuzzer;grey-box fuzzing;real-world smart contracts;vulnerability detection tools","","","","30","IEEE","16 Feb 2023","","","IEEE","IEEE Conferences"
"ESBMC-Solidity: An SMT-Based Model Checker for Solidity Smart Contracts","K. Song; N. Matulevicius; E. B. de Lima Filho; L. C. Cordeiro","University of Manchester, Manchester, UK; University of Manchester, Manchester, UK; TPV Vision Innovator, Manaus, Brazil; University of Manchester, Manchester, UK","2022 IEEE/ACM 44th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion)","13 Jun 2022","2022","","","65","69","Smart contracts written in Solidity are programs used in blockchain networks, such as Etherium, for performing transactions. However, as with any piece of software, they are prone to errors and may present vulnerabilities, which malicious attackers could then use. This paper proposes a solidity frontend for the efficient SMT-based context-bounded model checker (ESBMC), named ESBMC-Solidity, which provides a way of verifying such contracts with its framework. A benchmark suite with vulnerable smart contracts was also developed for evaluation and comparison with other verification tools. The experiments performed here showed that ESBMC-Solidity detected all vulnerabilities, was the fastest tool and provided a counterexample for each benchmark. A demonstration is available at https://youtu.be/3UH8_1QAVN0.","2574-1926","978-1-6654-9598-1","10.1145/3510454.3516855","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9793786","Formal Verification;Solidity","Solid modeling;Computer languages;Smart contracts;Computer bugs;Prototypes;Benchmark testing;Software","blockchains;computability;computer crime;contracts;program verification","blockchain networks;malicious attackers;smart contracts;ESBMC-Solidity;SMT-based context-bounded model checker;Etherium;verification tools;vulnerability detection","","","","33","","13 Jun 2022","","","IEEE","IEEE Conferences"
"Pluto: Exposing Vulnerabilities in Inter-Contract Scenarios","F. Ma; Z. Xu; M. Ren; Z. Yin; Y. Chen; L. Qiao; B. Gu; H. Li; Y. Jiang; J. Sun","School of Software, Tsinghua University, Beijing, China; Computer Science, University of Waterloo, Waterloo, ON, Canada; School of Software, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China; Beijing Institute of Control Engineering, Beijing, China; Beijing Institute of Control Engineering, Beijing, China; WeBank, Shenzhen, China; Department CST, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China","IEEE Transactions on Software Engineering","11 Nov 2022","2022","48","11","4380","4396","Attacks on smart contracts have caused considerable losses to digital assets. Many techniques based on symbolic execution, fuzzing, and static analysis are used to detect contract vulnerabilities. Most of the current analyzers only consider vulnerability detection intra-contract scenarios. However, Ethereum contracts usually interact with others by calling their functions. A bug hidden in a path that depends on information from external contract calls is defined as an inter-contract vulnerability. Failure to deal with this kind of bug can result in potential false negatives and false positives. In this work, we propose Pluto, which supports vulnerability detection in inter-contract scenarios. It first builds an Inter-contract Control Flow Graph (ICFG) to extract semantic information among contract calls. Afterward, it symbolically explores the ICFG and deduces Inter-Contract Path Constraints (ICPC) to check the reachability of execution paths more accurately. Finally, Pluto detects whether there is a vulnerability based on some predefined rules. For evaluation, we compare Pluto with five state-of-the-art tools, including Oyente, Mythril, Securify, ILF, and Clairvoyance on a labeled benchmark and 39,443 real-world Ethereum smart contracts. The result shows that other tools can only detect 10% of the inter-contract vulnerabilities, while Pluto can detect 80% of them on the labeled dataset. Beyond that, Pluto has detected 451 confirmed vulnerabilities on real-world contracts, including 36 vulnerabilities in inter-contract scenarios. Two bugs have been assigned with unique CVE identifiers by the US National Vulnerability Database (NVD). On average, Pluto costs 16.9 seconds to analyze a contract, which is as fast as the state-of-the-art tools.","1939-3520","","10.1109/TSE.2021.3117966","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9562567","Smart contracts;ethereum;inter-contract vulnerabilities","Pluto;Tools;Smart contracts;Semantics;Computer bugs;Codes;Virtual machining","blockchains;contracts;flow graphs;program debugging","contract calls;Ethereum smart contracts;ICFG;ICPC;Inter-contract Control Flow Graph;Inter-Contract Path Constraints;inter-contract vulnerability;Pluto;vulnerability detection","","1","","51","IEEE","7 Oct 2021","","","IEEE","IEEE Journals"
"Combining Graph Neural Networks With Expert Knowledge for Smart Contract Vulnerability Detection","Z. Liu; P. Qian; X. Wang; Y. Zhuang; L. Qiu; X. Wang","School of Computer and Information Engineering, Zhejiang Gongshang University, Hangzhou, China; School of Computer and Information Engineering, Zhejiang Gongshang University, Hangzhou, China; School of Computer and Information Engineering, Zhejiang Gongshang University, Hangzhou, China; National University of Singapore, Singapore, Singapore; Southern University of Science and Technology, Shenzhen, China; School of Computer and Information Engineering, Zhejiang Gongshang University, Hangzhou, China","IEEE Transactions on Knowledge and Data Engineering","10 Jan 2023","2023","35","2","1296","1310","Smart contract vulnerability detection draws extensive attention in recent years due to the substantial losses caused by hacker attacks. Existing efforts for contract security analysis heavily rely on rigid rules defined by experts, which are labor-intensive and non-scalable. More importantly, expert-defined rules tend to be error-prone and suffer the inherent risk of being cheated by crafty attackers. Recent researches focus on the symbolic execution and formal analysis of smart contracts for vulnerability detection, yet to achieve a precise and scalable solution. Although several methods have been proposed to detect vulnerabilities in smart contracts, there is still a lack of effort that considers combining expert-defined security patterns with deep neural networks. In this paper, we explore using graph neural networks and expert knowledge for smart contract vulnerability detection. Specifically, we cast the rich control- and data- flow semantics of the source code into a contract graph. To highlight the critical nodes in the graph, we further design a node elimination phase to normalize the graph. Then, we propose a novel temporal message propagation network to extract the graph feature from the normalized graph, and combine the graph feature with designed expert patterns to yield a final detection system. Extensive experiments are conducted on all the smart contracts that have source code in Ethereum and VNT Chain platforms. Empirical results show significant accuracy improvements over the state-of-the-art methods on three types of vulnerabilities, where the detection accuracy of our method reaches 89.15, 89.02, and 83.21 percent for reentrancy, timestamp dependence, and infinite loop vulnerabilities, respectively.","1558-2191","","10.1109/TKDE.2021.3095196","Natural Science Foundation of Zhejiang Province(grant numbers:LQ19F020001); National Natural Science Foundation of China(grant numbers:61902348,61802345); Research Program of Zhejiang Lab(grant numbers:2019KD0AC02); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9477066","Deep learning;blockchain;smart contract;vulnerability detection;expert knowledge","Smart contracts;Feature extraction;Blockchain;Security;Semantics;Computer bugs;Knowledge engineering","blockchains;contracts;deep learning (artificial intelligence);graph neural networks;inference mechanisms","contract security analysis;designed expert patterns;Ethereum;expert knowledge;expert-defined rules;expert-defined security patterns;graph feature;graph neural networks;hacker attacks;infinite loop vulnerabilities;reentrancy;smart contract vulnerability detection;smart contracts;timestamp dependence;VNT Chain platforms;vulnerability detection","","38","","65","IEEE","7 Jul 2021","","","IEEE","IEEE Journals"
"Smart Contract - Security Assessment Integrated Framework (SC-SIF) for Hyperledger Fabric","S. Jain; N. K. Shah; P. Kurariya; N. Vohra; S. Nandukar; N. Harne; M. A. Maalik; J. Bodhankar; A. Kumar; C. Indraveni","Applied Artificial Intelligence Group, Centre for Development of Advanced Computing, Pune, Maharashtra, India; Applied Artificial Intelligence Group, Centre for Development of Advanced Computing, Pune, Maharashtra, India; Applied Artificial Intelligence Group, Centre for Development of Advanced Computing, Pune, Maharashtra, India; Applied Artificial Intelligence Group, Centre for Development of Advanced Computing, Pune, Maharashtra, India; Applied Artificial Intelligence Group, Centre for Development of Advanced Computing, Pune, Maharashtra, India; Applied Artificial Intelligence Group, Centre for Development of Advanced Computing, Pune, Maharashtra, India; Applied Artificial Intelligence Group, Centre for Development of Advanced Computing, Pune, Maharashtra, India; Applied Artificial Intelligence Group, Centre for Development of Advanced Computing, Pune, Maharashtra, India; Applied Artificial Intelligence Group, Centre for Development of Advanced Computing, Pune, Maharashtra, India; Applied Artificial Intelligence Group, Centre for Development of Advanced Computing, Pune, Maharashtra, India","2022 IEEE 7th International conference for Convergence in Technology (I2CT)","18 Jul 2022","2022","","","1","11","In the era of ever-changing technology, we people are adopting new technologies/domains to make a better world. In recent times, Blockchain technology is known for its distributed, permissioned/permission-less and immutability nature. Likewise, the Hyperledger fabric is a permission-based framework that can be used in cross-industry applications for Blockchain technology. The logic behind the cross-industry applications is written in a specific language called a smart contract. Though Hyper ledger fabric is permissioned and is considered immutable, detecting architectural threats on the security and privacy mechanisms of Hyperledger Fabric is a challenge. In this paper, we are proposing the Security Assessment Integrated (SC-SIF) Framework for smart contract assessment in the Hyperledger fabric. This can be used to analyze, scan, and evaluate the smart contracts security vulnerability written in NodeJS/Go/script language. Furthermore, framework provide an integration platform to define and configure multiple security tools including communication protocol, exchange policy and security rules to obtain the security vulnerability on provided smart contracts. It also provides an option to evaluate the tools security assessment report and generate smart contract assessment report in human readable form (JSON/XML) that can help research community, developer, and analyst to improve their smart contract. This paper also briefs literature survey of existing security assessment smart contract and incorporates the working of the ledger, channels, endorsement policy roles, and the transaction flow.","","978-1-6654-2168-3","10.1109/I2CT54291.2022.9824439","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9824439","Blockchain Technology;Smart Contract vulnerabilities;Hyperledger fabric","Privacy;Distributed ledger;Linux;Smart contracts;Fabrics;Blockchains;Security","authoring languages;blockchains;computer network security;contracts;cryptographic protocols;data privacy;specification languages;telecommunication security;XML","permission-based framework;cross-industry applications;Blockchain technology;privacy mechanisms;Hyperledger Fabric;smart contracts security vulnerability;multiple security tools;exchange policy;smart contract-security assessment integrated framework;communication protocol;SC-SIF;NodeJS-Go-script language;JSON-XML;endorsement policy roles","","","","19","IEEE","18 Jul 2022","","","IEEE","IEEE Conferences"
"Rethinking Smart Contract Fuzzing: Fuzzing With Invocation Ordering and Important Branch Revisiting","Z. Liu; P. Qian; J. Yang; L. Liu; X. Xu; Q. He; X. Zhang","School of Cyber Science and Technology, Zhejiang Univeristy, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; School of Computer and Information Engineering, Zhejiang Gongshang University, Hangzhou, China; School of Computer and Information Engineering, Zhejiang Gongshang University, Hangzhou, China; School of Computer and Information Engineering, Zhejiang Gongshang University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; Center for Cyber Security, University of Electronic Science and Technology of China, Chengdu, China","IEEE Transactions on Information Forensics and Security","24 Jan 2023","2023","18","","1237","1251","Blockchain smart contracts have given rise to a variety of interesting and compelling applications and emerged as a revolutionary force for the Internet. Smart contracts from various fields now hold over one trillion dollars worth of virtual coins, attracting numerous attacks. Quite a few practitioners have devoted themselves to developing tools for detecting bugs in smart contracts. One line of efforts revolve around static analysis techniques, which heavily suffer from high false positive rates. Another line of works concentrate on fuzzing techniques. Unfortunately, current fuzzing approaches for smart contracts tend to conduct fuzzing starting from the initial state of the contract, which expends too much energy revolving around the initial state of the contract and thus is usually unable to unearth bugs triggered by other states. Moreover, most existing methods treat each branch equally, failing to take care of the branches that are rare or more likely to possess bugs. This might lead to resources wasted on normal branches. In this paper, we try to tackle these challenges from three aspects: 1) generating function invocation sequences, we explicitly consider data dependencies between functions to facilitate exploring richer states. We further prolong a function invocation sequence  $\mathcal {S}_{1}$  by appending a new sequence  $\mathcal {S}_{2}$ , so that the appended sequence  $\mathcal {S}_{2}$  can start fuzzing from states that are different from the initial state; 2) we incorporate a branch distance-based measure to evolve test cases iteratively towards a target branch; 3) we engage a branch search algorithm to discover rare and vulnerable branches, and design an energy allocation mechanism to take care of exercising these crucial branches. We implement IR-Fuzz and extensively evaluate it over 12K real-world contracts. Empirical results show that: (i) IR-Fuzz achieves 28% higher branch coverage than state-of-the-art fuzzing approaches, (ii) IR-Fuzz detects more vulnerabilities and increases the average accuracy of vulnerability detection by 7% over current methods, and (iii) IR-Fuzz is fast, generating an average of 350 test cases per second. Our implementation and dataset are released at https://github.com/Messi-Q/IR-Fuzz, hoping to facilitate future research.","1556-6021","","10.1109/TIFS.2023.3237370","National Key Research and Development Program of China(grant numbers:2021YFB2700500); Key Research and Development Program of Zhejiang Province(grant numbers:2022C01086,2021C01104); Scientific Research Fund of Zhejiang Provincial Education Department(grant numbers:Y202250832); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10018241","Fuzzing;smart contract;vulnerability detection;blockchain;sequence generation;seed evolution","Smart contracts;Fuzzing;Computer bugs;Blockchains;Resource management;Optimization;Static analysis","blockchains;computer crime;contracts;fuzzy set theory;iterative methods;program debugging;program diagnostics;program testing;search problems","blockchain smart contracts;branch distance-based measure;branch revisiting;branch search algorithm;bug detection;function invocation sequence generation;invocation ordering;IR-Fuzz;rethinking smart contract fuzzing;static analysis;test cases;virtual coins","","","","47","IEEE","18 Jan 2023","","","IEEE","IEEE Journals"
"SAILFISH: Vetting Smart Contract State-Inconsistency Bugs in Seconds","P. Bose; D. Das; Y. Chen; Y. Feng; C. Kruegel; G. Vigna","University of California, Santa Barbara; University of California, Santa Barbara; University of California, Santa Barbara; University of California, Santa Barbara; University of California, Santa Barbara; University of California, Santa Barbara","2022 IEEE Symposium on Security and Privacy (SP)","27 Jul 2022","2022","","","161","178","This paper presents SAILFISH, a scalable system for automatically finding state-inconsistency bugs in smart contracts. To make the analysis tractable, we introduce a hybrid approach that includes (i) a light-weight exploration phase that dramatically reduces the number of instructions to analyze, and (ii) a precise refinement phase based on symbolic evaluation guided by our novel value-summary analysis, which generates extra constraints to over-approximate the side effects of whole-program execution, thereby ensuring the precision of the symbolic evaluation. We developed a prototype of SAILFISH and evaluated its ability to detect two state-inconsistency flaws, viz., reentrancy and transaction order dependence (TOD) in Ethereum smart contracts. Our experiments demonstrate the efficiency of our hybrid approach as well as the benefit of the value summary analysis. In particular, we show that SAILFISH outperforms five state-of the-art smart contract analyzers (SECURIFY, MYTHRIL, OYENTE, SEREUM and VANDAL) in terms of performance, and precision. In total, SAILFISH discovered 47 previously unknown vulnerable smart contracts out of 89,853 smart contracts from ETHERSCAN.","2375-1207","978-1-6654-1316-9","10.1109/SP46214.2022.9833721","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9833721","smart-contract;symbolic-execution;blockchain","Data privacy;Smart contracts;Computer bugs;Prototypes;Hybrid power systems;Security","program compilers;program debugging;program diagnostics;public domain software;software packages","SAILFISH;smart contract state-inconsistency bugs;scalable system;automatically finding state-inconsistency bugs;analysis tractable;hybrid approach;light-weight exploration phase;precise refinement phase;symbolic evaluation;novel value-summary analysis;state-inconsistency flaws;reentrancy;transaction order dependence;Ethereum smart contracts;value summary analysis;the-art smart contract analyzers;47 previously unknown vulnerable smart contracts;89 contracts;853 smart contracts","","1","","59","IEEE","27 Jul 2022","","","IEEE","IEEE Conferences"
"An Improved Vulnerability Detection System of Smart Contracts Based on Symbolic Execution","Y. Yao; H. Li; X. Yang; Y. Le","Shenzhen Graduate School, Peking University, Shenzhen, China; Shenzhen Graduate School, Peking University, Shenzhen, China; Shenzhen Graduate School, Peking University, Shenzhen, China; Shenzhen Graduate School, Peking University, Shenzhen, China","2022 IEEE International Conference on Big Data (Big Data)","26 Jan 2023","2022","","","3225","3234","Smart contracts emerged as programs running on the blockchain. Security is one of the major concerns against smart contracts which also exist various vulnerabilities as for any other traditional programs. What was worse, security vulnerabilities in smart contracts may lead to irreversible economic losses. Hence, there is an apparent demand for security audits of contracts before deployment. In recent years, a large number of smart contract vulnerability detection tools have emerged. The methods used by these tools include formal verification, symbolic execution, machine learning, and fuzz testing. These methods can well analyze vulnerabilities, but there are still limitations. In this paper, we optimized and extended the Mythril symbolic execution tool. The optimized pruning algorithm improves the speed of symbolic execution, while the proposed detection algorithm for Transaction Order Dependence vulnerability expands the range of detecting vulnerability. In addition, a machine learning vulnerability detection model is introduced as an auxiliary detection method, which is used to build the complete smart contract vulnerability detection system. The experimental results show that the proposed system reduces the execution time, and improves the accuracy as well as the recall of vulnerability detection compared with the original Mythril tool.","","978-1-6654-8045-1","10.1109/BigData55660.2022.10020730","Research and Development; Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10020730","Smart Contract;Vulnerability;Symbolic Execution;Machine Learning","Economics;Machine learning algorithms;Smart contracts;Machine learning;Big Data;Fuzzing;Blockchains","formal verification;learning (artificial intelligence);program diagnostics;program testing;security of data","auxiliary detection method;complete smart contract vulnerability detection system;detecting vulnerability;improved vulnerability detection system;Mythril symbolic execution tool;security vulnerabilities;smart contract vulnerability detection tools;smart contracts;Transaction Order Dependence vulnerability;vulnerability detection model","","","","23","IEEE","26 Jan 2023","","","IEEE","IEEE Conferences"
"Towards Automatic Exploit Generation for Identifying Re-Entrancy Attacks on Cross-Contract","M. F. Andrijasa; S. A. Ismail; N. Ahmad","Departement of Information Technology, State Polytechnic of Samarinda, Samarinda, Indonesia; Razak Faculty of Technology and Informatics, Universiti Teknologi Malaysia, Kuala Lumpur, Malaysia; Razak Faculty of Technology and Informatics, Universiti Teknologi Malaysia, Kuala Lumpur, Malaysia","2022 IEEE Symposium on Future Telecommunication Technologies (SOFTT)","16 Jan 2023","2022","","","15","20","The core of Ethereum is a smart contract, which enables developers to create blockchain-based applications in a secure and inexpensive manner. Everyone has access to the source code of Ethereum-based smart contracts. The smart contract has become a target for numerous attackers due to its transparency. Since 2015, when the first Ethereum block was discovered, many security incidents have occurred. Several code analysis methods have been developed for detecting the re-entrancy vulnerability of smart contracts. However, Existing strategies for detecting cross-contract vulnerability tend to experience both false negative and false positive results. To enhance the re-entrancy detection technique of existing works, we propose a challenge to enhance re-entrancy detection technique for Ethereum blockchain smart cross-contract. We proposed multi-agent deep reinforcement learning fuzzing to provide an exploit generator on cross-contract. We will discover a novel solution for enhancing re-entrancy detection techniques for cross-contract by integrating all these systems.","","978-1-6654-5597-8","10.1109/SOFTT56880.2022.10010192","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10010192","Blockchain;Smart contract;Re-entrancy Attack;Multi-Agent;Deep Reinforcement Learning;Fuzzing","Deep learning;Codes;Source coding;Smart contracts;Reinforcement learning;Fuzzing;Generators","blockchains;contracts;deep learning (artificial intelligence);multi-agent systems;reinforcement learning","blockchain-based applications;code analysis methods;cross-contract vulnerability;Ethereum block;Ethereum-based smart contracts;false negative results;false positive results;re-entrancy attacks;re-entrancy detection technique;re-entrancy vulnerability;smart contract;smart cross-contract","","1","","54","IEEE","16 Jan 2023","","","IEEE","IEEE Conferences"
"Detecting Vulnerabilities in Smart Contract within Blockchain: A Review and Comparative Analysis of Key Approaches","Y. Kissoon; G. Bekaroo","School of Digital Technologies, Middlesex University Mauritius Uniciti, Flic-en-Flac, Mauritius; School of Digital Technologies, Middlesex University Mauritius Uniciti, Flic-en-Flac, Mauritius","2022 3rd International Conference on Next Generation Computing Applications (NextComp)","31 Oct 2022","2022","","","1","6","Blockchain technology was created with security in mind. However, in recent years, there has been various confirmed cases of breach, worth billions of dollars loss in Blockchain associated to smart contracts. In order to address this growing concern, it is crucial to investigate detection and mitigation of vulnerabilities in smart contract, and this paper critically reviews and analyses key approaches for detecting vulnerabilities in smart contract within Blockchain. In order to achieve the purpose of this paper, five key approaches, notably the application of OWASP Top 10, SCSVS, vulnerability detection tools, fuzz testing and the AI-driven approaches are critically reviewed and compared. As part of the comparison performed, a penetration testing quality model was applied to study six quality metrics, notably extensibility, maintainability, domain coverage, usability, availability and reliability. Results revealed limitations of the studied vulnerability detection approaches and findings are expected to help in decision making especially when selecting approaches to be used during security analysis and pen-testing.","","978-1-6654-6954-8","10.1109/NextComp55567.2022.9932169","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9932169","Blockchain;Smart Contracts;Vulnerability Detection;Penetration Testing Methodologies;Security Analysis","Measurement;Source coding;Smart contracts;Fuzzing;Blockchains;Security;Reliability","artificial intelligence;blockchains;contracts;decision making","smart contract;vulnerability detection tools;AI-driven approaches;blockchain technology;fuzz testing;security analysis;decision making","","1","","25","IEEE","31 Oct 2022","","","IEEE","IEEE Conferences"
"SCSGuard: Deep Scam Detection for Ethereum Smart Contracts","H. Hu; Q. Bai; Y. Xu","School of Information Science and Engineering, Fudan University; School of Computer Science and Technology, Fudan University; School of Information Science and Engineering, Fudan University","IEEE INFOCOM 2022 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS)","20 Jun 2022","2022","","","1","6","Smart contract is the building block of blockchain systems that enables automated peer-to-peer transactions and decentralized services. With the increasing popularity of smart contracts, blockchain systems, in particular Ethereum, have been the “paradise” of versatile fraud activities. In this work, we present SCSGuard, a novel deep learning scam detection framework that harnesses the automatically extractable bytecodes of smart contracts as their new features. We design a GRU network with attention mechanism learning from the N-gram bytecode patterns to determine whether a smart contract is fraudulent or not. Our framework is advantageous over the baseline algorithms in three aspects. Firstly, SCSGuard provides a unified solution to different scam genres, thus relieving the need for code analysis skills. Secondly, the inference of SCSGuard is faster than the code analysis by several orders of magnitudes. Thirdly, experimental results manifest that SCSGuard achieves high accuracy (0.92~0.94), precision (0.94~0.96) and recall (0.97~0.98) for both Ponzi and Honeypot scams under similar settings, and is potentially useful to detect new Phishing smart contracts.","","978-1-6654-0926-1","10.1109/INFOCOMWKSHPS54753.2022.9798296","Research and Development; Fudan University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9798296","Ethereum;Smart Contract;Scam Detection;Bytecode Pattern;Gated Recurrent Unit.","Deep learning;Codes;Conferences;Phishing;Computational modeling;Smart contracts;Feature extraction","computer crime;fraud;learning (artificial intelligence);peer-to-peer computing;Web sites","SCSGuard;deep scam detection;ethereum smart contracts;smart contract;blockchain systems;peer-to-peer transactions;deep learning scam detection framework;Phishing smart contracts","","4","","35","IEEE","20 Jun 2022","","","IEEE","IEEE Conferences"
"An Ethereum based Fake Product Identification System using Smart Contract","B. S; S. Pramanick; R. Singh; D. Kumar","Computer Science and Engineering, Hindustan Institute of Technology and Science, Chennai, Tamil Nadu; Computer Science and Engineering, Hindustan Institute of Technology and Science, Chennai, Tamil Nadu; Computer Science and Engineering, Hindustan Institute of Technology and Science, Chennai, Tamil Nadu; Computer Science and Engineering, Hindustan Institute of Technology and Science, Chennai, Tamil Nadu","2022 6th International Conference on Intelligent Computing and Control Systems (ICICCS)","8 Jun 2022","2022","","","292","296","In recent years, counterfeit products have played an important role in the product making industry. It has also affected the company's brand, sales, and profits. Blockchain technology is now being used to identify authentic products and detect counterfeits. Blockchain is a distributed, expanded, digital book that stores business data as blocks in multiple archives linked by chains. No block can be changed or modified because blockchain technology is secure. Customers or users who use the blockchain technology does not have to be depend on mediator to ensure product security of the system. Counterfeit products can be effectively combated using serial numbers which is assigned to the product uniquely. With emerging Blockchain technology trends in this project. As a result, this system can be used to store product information as well as generate distinct product codes for items such as blocks. It generates a unique code for the user and matches it to the Blockchain network. If the input matches, the customer will be notified; if the input does not match, the customer will be notified that the product is counterfeit.","2768-5330","978-1-6654-1035-9","10.1109/ICICCS53718.2022.9788449","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9788449","Blockchain;Ethereum;Authentication;Counterfeit;Serial number;Solidity","Industries;Product codes;Impedance matching;Smart contracts;Market research;Control systems;Blockchains","blockchains;contracts;customer services;identification technology","authentic products;Blockchain network;Blockchain technology trends;business data;counterfeit products;counterfeits;distinct product codes;fake product identification system;product information;product making industry;product security;smart contract","","","","15","IEEE","8 Jun 2022","","","IEEE","IEEE Conferences"
