"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Smart Contract-Based Agricultural Food Supply Chain Traceability","L. Wang; L. Xu; Z. Zheng; S. Liu; X. Li; L. Cao; J. Li; C. Sun","College of Information Science and Technology, Zhongkai University of Agriculture and Engineering, Guangzhou, China; College of Information Science and Technology, Zhongkai University of Agriculture and Engineering, Guangzhou, China; College of Information Science and Technology, Zhongkai University of Agriculture and Engineering, Guangzhou, China; College of Information Science and Technology, Zhongkai University of Agriculture and Engineering, Guangzhou, China; College of Information Science and Technology, Zhongkai University of Agriculture and Engineering, Guangzhou, China; College of Information Science and Technology, Zhongkai University of Agriculture and Engineering, Guangzhou, China; College of Mechanical and Electric Engineering, Shihezi University, Shihezi, China; National Engineering Research Center for Information Technology in Agriculture, Beijing, China","IEEE Access","15 Jan 2021","2021","9","","9296","9307","The complexity of a supply chain makes product safety or quality issues extremely difficult to track, especially for the basic agricultural food supply chains of people's daily diets. The existing agricultural food supply chains present several major problems, such as numerous participants, inconvenient communication caused by long supply chain cycles, data distrust between participants and the centralized system. The emergence of blockchain technology effectively solves the pain-point problem existing in the traceability system of agricultural food supply chains. This paper proposes a framework based on the consortium and smart contracts to track and trace the workflow of agricultural food supply chains, implement traceability and shareability of supply chains, and break down the information islands between enterprises as much as possible to eliminate the need for the central institutions and agencies and improve the integrity of the transaction records, reliability and security. At the same time, farmers record details of the environment and crop growth data in the InterPlanetary File System (IPFS) and store file IPFS hashes in smart contracts, which not only increases data security but also alleviates the blockchain storage explosion problem. This framework has been applied in Shanwei Lvfengyuan Modern Agricultural Development Co., Ltd. Although there are still many defects, the framework has successfully realized functions such as disintermediation and tracing of agricultural product information through QR codes. Thus, the framework proposed in this paper is of great significance and reference value for enterprises to ensure product quality and safety traceability.","2169-3536","","10.1109/ACCESS.2021.3050112","National Natural Science Foundation of China(grant numbers:61871475); Special Project of Laboratory Construction of Guangzhou Innovation Platform Construction Plan(grant numbers:201905010006); Guangdong Science and Technology Plan of Project(grant numbers:2017B0101260016); Foundation for High-level Talents in Higher Education of Guangdong Province(grant numbers:2017GCZX0014,2016KZDXM0013,2017KTSCX094,2018LM2168); Guangzhou Science and Technology Project(grant numbers:2018GXJK072); Beijing Natural Science Foundation(grant numbers:4182023); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9317793","Blockchain;smart contract;agricultural food supply chain;traceability;food safety","Supply chains;Blockchain;Safety;Smart contracts;Radiofrequency identification;Explosions;Agricultural products","agriculture;crops;production engineering computing;security of data;supply chain management","safety traceability;smart contract-based agricultural food supply chain traceability;basic agricultural food supply chains;long supply chain cycles;smart contracts;agricultural product information;product quality;Shanwei Lvfengyuan Modern Agricultural Development Co., Ltd.;interplanetary file system;IPFS","","39","","42","CCBY","8 Jan 2021","","","IEEE","IEEE Journals"
"A Detection Method for Scarcity Defect of Blockchain Digital Asset based on Invariant Analysis","J. Sun; S. Huang; X. Wang; M. Wang; J. Du","Army Engineering University of PLA, Nanjing, China; Army Engineering University of PLA, Nanjing, China; Army Engineering University of PLA, Nanjing, China; Army Engineering University of PLA, Nanjing, China; Army Engineering University of PLA, Nanjing, China","2022 IEEE 22nd International Conference on Software Quality, Reliability and Security (QRS)","20 Mar 2023","2022","","","73","84","Blockchain Digital Assets (BDAs) are intangible assets issued based on blockchain, providing a new paradigm for managing digital assets. Smart contracts are programs running on the blockchain and enhance the flexibility of BDA in a programmable way. However, scarcity defects in smart contracts can lead to abnormal changes in the number of BDA and affect their worth. Software invariants are logical assertions that a program fragment needs to remain faithful during execution and work well in defect detection. This paper studies the scarcity defect detection method of smart contract digital assets based on invariant analysis for the first time. First, we point out eight scarcity defects in three categories and describe their examples. Next, we propose two invariants—transfer invariant and swap invariant—that should be maintained in digital assets’ management and transaction process. Then, we use the two invariants as test oracles and propose an oracle-based method to detect scarcity defects in smart contract. Finally, we evaluate the proposed method on a real-world smart contract dataset. The experimental results show that our method can effectively detect scarcity defects in smart contracts and improve the scarcity defect detection capability of existing smart contract testing tools.","2693-9177","978-1-6654-7704-8","10.1109/QRS57517.2022.00018","Nanjing University; Arm; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062423","Blockchain Digital Assets;smart contract;scarcity defects;invariants;test oracle","Smart contracts;Software quality;Blockchains;Software reliability;Security;Testing","blockchains;contracts;cryptocurrencies;program testing;transaction processing","blockchain Digital asset;Blockchain Digital Assets;intangible assets;invariant analysis;invariants-transfer invariant;oracle-based method;real-world smart contract dataset;scarcity defect detection capability;scarcity defect detection method;smart contract digital assets;smart contract testing tools;software invariants;swap invariant-tha","","","","38","IEEE","20 Mar 2023","","","IEEE","IEEE Conferences"
"An Empirical Evaluation of the Effectiveness of Smart Contract Verification Tools","B. Dia; N. Ivaki; N. Laranjeiro","Department of Informatics Engineering, University of Coimbra, Centre for Informatics and Systems of the University of Coimbra, Portugal; Department of Informatics Engineering, University of Coimbra, Centre for Informatics and Systems of the University of Coimbra, Portugal; Department of Informatics Engineering, University of Coimbra, Centre for Informatics and Systems of the University of Coimbra, Portugal","2021 IEEE 26th Pacific Rim International Symposium on Dependable Computing (PRDC)","12 Jan 2022","2021","","","17","26","Blockchain has become popular due to its use in cryptocurrencies and potential to support different business-critical services (e.g., financial services, retail). The smart contract is at the center of blockchain systems and is a coded specification of an agreement between interacting partners in a transaction. Like other software artifacts, smart contracts are prone to carry residual faults. As many contracts are being used to handle financial transactions, huge losses may occur if a vulnerability is exploited. Also, a faulty contract cannot be corrected once it has been deployed on the blockchain, it can only be terminated and a new one must be deployed, which aggravates the cost of deploying contracts with faults and marks the reputation of the provider. Smart contract verification tools have been emerging, but limited knowledge is available regarding their real effectiveness. In this paper, we define a smart contract defect classification scheme based on the Orthogonal Defect Classification and apply it to a contract dataset, which has been extracted from multiple sources and holds different types of defects. We use the dataset to evaluate three state of the art verification tools regarding their fault detection performance. Results show the relatively low effectiveness of the tools and their complementarity.","2473-3105","978-1-6654-2476-9","10.1109/PRDC53464.2021.00013","FCT - Foundation for Science and Technology(grant numbers:UID/CEC/00326/2020); European Regional Development Fund(grant numbers:PT2020); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9667768","Blockchain;Smart Contract;Software Vulnera-bility;Fault Injection;Vulnerability Detection Tools","Fault diagnosis;Costs;Fault detection;Smart contracts;Software;Blockchains;Financial services","blockchains;business data processing;contracts;cryptocurrencies;fault diagnosis;financial data processing;formal specification;pattern classification;program verification","smart contract verification tools;business-critical services;blockchain systems;financial transactions;smart contract defect classification scheme;contract dataset;cryptocurrencies;orthogonal defect classification","","1","","25","IEEE","12 Jan 2022","","","IEEE","IEEE Conferences"
"Using Fault Injection to Assess Blockchain Systems in Presence of Faulty Smart Contracts","Á. Hajdu; N. Ivaki; I. Kocsis; A. Klenik; L. Gönczy; N. Laranjeiro; H. Madeira; A. Pataricza","Department of Measurement and Information Systems, Budapest University of Technology and Economics, Budapest, Hungary; Department of Informatics Engineering, University of Coimbra, Coimbra, CISUC, Portugal; Department of Measurement and Information Systems, Budapest University of Technology and Economics, Budapest, Hungary; Department of Measurement and Information Systems, Budapest University of Technology and Economics, Budapest, Hungary; Department of Measurement and Information Systems, Budapest University of Technology and Economics, Budapest, Hungary; Department of Informatics Engineering, University of Coimbra, Coimbra, CISUC, Portugal; Department of Informatics Engineering, University of Coimbra, Coimbra, CISUC, Portugal; Department of Measurement and Information Systems, Budapest University of Technology and Economics, Budapest, Hungary","IEEE Access","27 Oct 2020","2020","8","","190760","190783","Blockchain has become particularly popular due to its promise to support business-critical services in very different domains (e.g., retail, healthcare). Blockchain systems rely on complex middleware, like Ethereum or Hyperledger Fabric, that allow running smart contracts, which specify business logic in cooperative applications. The presence of software defects in these contracts has notably caused failures, including severe security problems. In this article, we use software-implemented fault injection (SWIFI) to assess the behavior of permissioned blockchain systems in the presence of faulty smart contracts. We emulate the occurrence of general software faults and also blockchain-specific software faults (e.g., missing require on transaction sender) in smart contracts code and observe the impact on the overall system dependability in terms of reliability and integrity. We also analyze the effectiveness of formal verification and runtime protection mechanisms in detecting the injected faults. Results indicate that formal verification and runtime protections have to complement built-in platform checks to guarantee proper dependability of blockchain systems. The work presented in this article allows smart contract developers to become aware of possible faults in smart contracts and to understand the impact of their presence. It also provides valuable information for middleware developers to improve the overall fault tolerance of their systems.","2169-3536","","10.1109/ACCESS.2020.3032239","Bi-Lateral FCT-NKFIH Program Portugal-Hungary, through the Project Advanced Analytics for Empirical Assessment of Cloud Resilience; European Union’s Horizon 2020 Research and Innovation Program through the Marie Sklodowska-Curie(grant numbers:823788); NRDI Fund Based on the Charter of Bolster Issued by the NRDI Office under the Auspices of the Ministry for Innovation and Technology; ÚNKP-19-3 New National Excellence Program of the Ministry for Innovation and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9229414","Blockchain systems;dependability;fault injection;formal verification;smart contracts","Smart contracts;Blockchain;Software;Distributed ledger;Fabrics;Computer bugs","business data processing;contracts;cryptography;distributed databases;middleware;program verification;software fault tolerance","fault detection;security problems;hyperledger fabric;Ethereum;permissioned blockchain systems;software-implemented fault injection;software defects;business logic;middleware;business-critical services;faulty smart contracts;fault tolerance;runtime protections;formal verification;system dependability;smart contracts code;blockchain-specific software faults","","3","","62","CCBY","19 Oct 2020","","","IEEE","IEEE Journals"
"Multi-Transaction Sequence Vulnerability Detection for Smart Contracts based on Inter-Path Data Dependency","S. Zhang; M. Wang; Y. Liu; Y. Zhang; B. Yu","School of Cyber Security and Computer, Hebei University, Baoding, China; School of Cyber Security and Computer, Hebei University, Baoding, China; School of Computer Science and Technology, Xidian University, Xi’an, China; School of Computer Science and Technology, Xidian University, Xi’an, China; School of Computer Science and Technology, Xidian University, Xi’an, China","2022 IEEE 22nd International Conference on Software Quality, Reliability and Security (QRS)","20 Mar 2023","2022","","","616","627","Smart contracts are commonly used to build finance-related decentralized applications. If a smart contract vulnerability is exploited by an attacker, the contract owner may suffer financial losses. We focus on a particular class of smart contract vulnerabilities that require a specific sequence of multiple transactions to trigger, which we call multi-transaction sequence vulnerabilities. Due to the combinatorial explosion problem caused by the huge number of possible transaction sequences, the efficiency and scalability for existing security analyzers to detect multi-transaction sequence vulnerabilities are limited. To alleviate the problem, we propose a vulnerability detection approach based on symbolic execution and inter-path data dependency. In the approach, we first traverse paths in a contract, and record read and write operations of each path. Then, we selectively execute paths which are conducive to discovering vulnerabilities during the subsequent detection process according to inter-path data dependencies. By pruning out most paths that are not relevant to vulnerabilities, we improve the efficiency and scalability of detecting multi-transaction sequence vulnerabilities. We evaluate our approach on 442 contracts collected from CVE reports and 104 contracts with Ether leakage and suicide defects. The experimental results show that our approach reaches an average 2x speedup comparing to Mythril.","2693-9177","978-1-6654-7704-8","10.1109/QRS57517.2022.00068","Hebei University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062352","Symbolic execution;smart contract;vulnerability detection;transaction sequence;data dependency","Scalability;Smart contracts;Software quality;Decentralized applications;Explosions;Software reliability;Security","blockchains;contracts;cryptocurrencies;program testing;security of data","contract owner;discovering vulnerabilities;inter-path data dependency;multiple transactions;multitransaction sequence vulnerabilities;multitransaction sequence vulnerability detection;possible transaction sequences;smart contract vulnerability;smart contracts;vulnerability detection approach","","","","33","IEEE","20 Mar 2023","","","IEEE","IEEE Conferences"
"Code Cloning in Smart Contracts on the Ethereum Platform: An Extended Replication Study","F. Khan; I. David; D. Varro; S. McIntosh","Department of Electrical and Computer Engineering, McGill University, Montreal, QC, Canada; Department of Computer Science and Operations Research, Université de Montréal, Montreal, QC, Canada; Department of Electrical and Computer Engineering, McGill University, Montreal, QC, Canada; David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, ON, Canada","IEEE Transactions on Software Engineering","18 Apr 2023","2023","49","4","2006","2019","Smart contracts are programs deployed on blockchains that run upon meeting predetermined conditions. Once deployed, smart contracts are immutable, thus, defects in the deployed code cannot be fixed. As a consequence, software engineering anti-patterns, such as code cloning, pose a threat to code quality and security if unnoticed before deployment. In this paper, we report on the cloning practices of the Ethereum blockchain platform by analyzing 33,073 smart contracts amounting to over 4MLOC. Prior work reported an unusually high 79.2% of code clones in Ethereum smart contracts. We replicate this study at the conceptual level, i.e., we answer the same research questions by employing different methods. In particular, we analyze clones at the granularity of functions instead of code files, thereby providing a more fine-grained estimate of the clone ratio. Furthermore, we analyze more complex clone types, allowing for a richer analysis of cloning cases. To achieve this finer granularity of cloning analysis, we rely on the NiCad clone detection tool and extend it with support for Solidity, the programming language of the Ethereum platform. Our analysis shows that most findings of the original study hold at the finer granularity of our study as well; but also sheds light on some differences, and contributes new findings. Most notably, we report a 30.13% overall clone ratio, out of which 27.03% are exact duplicates. Our findings motivate improving the reuse mechanisms of Solidity, and in a broader context, of programming languages used for the development of smart contracts. Tool builders and language engineers can use this paper in the design and development of such reuse mechanisms. Business stakeholders can use this paper to better assess the security risks and technical outlooks of blockchain platforms.","1939-3520","","10.1109/TSE.2022.3207428","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9894714","Code cloning;Smart contracts;Ethereum;blockchain;empirical study","Cloning;Codes;Smart contracts;Blockchains;Nanoelectromechanical systems;Computer languages;Syntactics","blockchains;contracts;cryptocurrencies;public domain software;software engineering;software maintenance;source code (software)","073 smart contracts amounting;33 contracts amounting;blockchain platforms;clone ratio;cloning practices;code clones;code cloning;code files;complex clone types;deployed code;Ethereum blockchain platform;Ethereum platform;Ethereum smart contracts;extended replication study;finer granularity;NiCad clone detection tool;programming language","","1","","51","IEEE","19 Sep 2022","","","IEEE","IEEE Journals"
"Potential of Smart Contracts in the Pharmaceutical Supply Chain of Belarus","A. Labanava; R. M. Dreyling; A. Norta","Next Gen Digital State Research Group, Tallinn University of Technology, Tallinn, Estonia; Next Gen Digital State Research Group, Tallinn University of Technology, Tallinn, Estonia; Tallinn University, Tallinn, Estonia","2022 IEEE 1st Global Emerging Technology Blockchain Forum: Blockchain & Beyond (iGETblockchain)","3 Apr 2023","2022","","","1","6","Timely supply of quality pharmaceutical products is seen as not only an important aspect of healthcare system but also a matter of national security. Taking into account the social orientation of the pharmaceutical business, states impose special requirements for the safety, effectiveness, quality, conditions for the sale, transportation and storage of medicinal products. These requirements are not always fulfilled, which gives room for the technology to step in and assist. The aim of this paper is to analyze how smart contracts can help in addressing pharmaceutical supply chain issues with a focus on Belarus, which is the first country in the world to explicitly state that smart contracts are legal. This research uses a case study methodology to examine the potential for implementation of smart contracts in the supply chain of pharmaceutical products, the barriers for that and the possible influence of smart contracts on various stakeholders. Data collection was organized through document review and expert interviews. Results indicated that there are weak spots in the current pharmaceutical supply chain process, such as different kinds of errors in supporting documentation, quality defects and failures in climate control systems. Some vulnerable points in supply chain could be eliminated by smart contracts, for example, faults in maintaining temperature regime during transportation. The study also reveals a number of challenges for implementing smart contracts, such as resistance of users, bureaucracy, costs, the necessity for a lot of participants to be a part of a single network. In this regard, the study went on to propose a pilot project for implementing smart contracts in pharmaceutical supply chain.","","978-1-6654-5198-7","10.1109/iGETblockchain56591.2022.10087080","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10087080","smart contracts;supply chain;pharmaceutical supply chain","Industries;Law;Smart contracts;Supply chains;Transportation;Documentation;Companies","blockchains;contracts;data acquisition;health care;national security;pharmaceutical industry;product quality;production engineering computing;supply chain management","Belarus;climate control systems;data collection;health care system;medicinal products;national security;pharmaceutical business;pharmaceutical supply chain;quality defects;quality pharmaceutical products;smart contracts;social orientation","","","","34","IEEE","3 Apr 2023","","","IEEE","IEEE Conferences"
"SmartVM: A Smart Contract Virtual Machine for Fast On-Chain DNN Computations","T. Li; Y. Fang; Y. Lu; J. Yang; Z. Jian; Z. Wan; Y. Li","College of Computer Science, Nankai University, Tianjin, China; College of Computer Science, Nankai University, Tianjin, China; College of Computer Science, Nankai University, Tianjin, China; College of Cyber Science, Nankai University, Tianjin, China; College of Computer Science, Nankai University, Tianjin, China; Zhejiang Lab, Hangzhou, Zhejiang, China; College of Computer Science, Nankai University, Tianjin, China","IEEE Transactions on Parallel and Distributed Systems","22 Sep 2022","2022","33","12","4100","4116","Blockchain-based artificial intelligence (BC-AI) has been applied for protecting deep neural network (DNN) data from being tampered with, which is expected to further boost trusted distributed AI applications in many fields. However, due to smart contract execution environment architectural defects, it is challenging for previous BC-AI systems to support computing-intensive tasks on-chain performing such as DNN convolution operations. They have to offload computations and a large amount of data from blockchain to off-chain platforms to execute smart contracts as native code. This failure to take advantage of data locality has become one of the major critical performance bottlenecks in BC-AI system. To this end, in this article, we propose SmartVM with optimization methods to support on-chain DNN inference for BC-AI system. The key idea is to design and optimize the computing mechanism and storage structure of smart contract execution environment according to the characteristics of DNN such as high computational parallelism and large data volume. We decompose SmartVM into three components: 1) a compact DNN-oriented instruction set to describe computations in a short number of instructions to reduce interpretation time. 2) a memory management mechanism to make SmartVM memory dynamic free/allocated according to the size of DNN feature maps. 3) a block-based weight prefetching and parallel computing method to organize each layer's computing and weights prefetching in a pipelined manner. We perform the typical image classification in a private Ethereum blockchain testbed to evaluate SmartVM performance. Experimental results highlight that SmartVM can support DNN inference on-chain with roughly the same efficiency against the native code execution. Compared with the traditional off-chain computing, SmartVM can speed up the overall execution by 70×, 16×, 11×, and 12× over LeNet5, AlexNet, ResNet18, and MobileNet, respectively. The memory footprint can be reduced by 84%, 90.8%, 94.3%, and 93.7% over the above four models, while offering the same level model accuracy. This article sheds light on the design space of the smart contract virtual machine for DNN computation and is promising to further boost BC-AI applications.","1558-2183","","10.1109/TPDS.2022.3177405","CCF-AFSG Research Fund(grant numbers:CCF-AFSG RF20210031); Special Funding for Excellent Enterprise Technology Correspondent of Tianjin(grant numbers:21YDTPJC00380); National Natural Science Foundation of China(grant numbers:62002175); Open Project Fund of State Key Laboratory of Computer Architecture; Institute of Computing Technology, Chinese Academy of Sciences(grant numbers:CARCHB202016); Key Research Project of Zhejiang Lab(grant numbers:2021KF0AB04); Natural Science Foundation of Tianjin City(grant numbers:20JCZDJC00610); Foundation of Information Security Evaluation Center of Civil Aviation; Civil Aviation University of China(grant numbers:ISECCA-202102); People's Republic of China ministry of education science and technology development center(grant numbers:2019J02019); Tianjin Graduate Scientific Research Innovation Project(grant numbers:2021YJSB014); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9780577","Deep neural network;smart contract;virtual machine;architectural support technology","Smart contracts;Blockchains;Virtual machining;Convolutional neural networks;Convolution;Task analysis;Random access memory","deep learning (artificial intelligence);image classification;instruction sets;multiprocessing systems;power aware computing;storage management;virtual machines","memory management mechanism;SmartVM memory dynamic free;DNN feature maps;block-based weight prefetching;private Ethereum blockchain;SmartVM performance;DNN inference on-chain;off-chain computing;smart contract virtual machine;boost BC-AI applications;blockchain-based artificial intelligence;deep neural network data;smart contract execution environment architectural defects;computing-intensive tasks on-chain performing;DNN convolution operations;off-chain platforms;data locality;BC-AI system;optimization methods;DNN such as high computational parallelism;fast on-chain DNN computations;parallel computing method;image classification;DNN-oriented instruction;instruction set","","","","52","IEEE","24 May 2022","","","IEEE","IEEE Journals"
"Security Smells in Smart Contracts","M. Demir; M. Alalfi; O. Turetken; A. Ferworn","Department of Computer Science, Ryerson University, Toronto, Canada; Department of Computer Science, Ryerson University, Toronto, Canada; Ted Rogers School of Information Technology Management, Ryerson University, Toronto, Canada; Department of Computer Science, Ryerson University, Toronto, Canada","2019 IEEE 19th International Conference on Software Quality, Reliability and Security Companion (QRS-C)","7 Oct 2019","2019","","","442","449","The popularity of blockchain technology encourages organizations to use more blockchain features in mission-critical processes such as trading, access control, and computational public safety. Automation of processes with smart contracts is one of these features that significantly enlarge the scope of a blockchain implementation. Smart contracts help automate business processes by modeling business activities on the distributed ledger. Smart contracts are significantly different from other programs from a defect fixing and security issue handling perspective. The opportunity of fixing such issues is only available in the narrow window before registering the contract on to the blockchain. After a smart contract becomes a part of the chain, it is not possible to update or fix any issues. This distinct nature of smart contracts makes it essential to detect the program issues early on by paying attention to security smells. Security smells are clues that point to a deeper problem in the programming space. In this study, we review the literature and identify vulnerabilities that programmers and beneficiaries of smart contracts must avoid. We explain these security smells and categorize them based on their nature. We also review the applications that detect these vulnerabilities and provide information about their approach and coverage. Our main contribution is the evaluation of smart contracts as a platform or aid for mission-critical applications such as access control platforms. We conducted this evaluation by identifying the issues related to smart contracts and informing the reader about the problem, challenges, and techniques. We conclude by defining future directions for our research.","","978-1-7281-3925-8","10.1109/QRS-C.2019.00086","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8859521","security smells, program analysis, blockchain, smart contracts","Smart contracts;Blockchain;Security;Tools;Programming","authorisation;business data processing;contracts;cryptography","security smells;smart contract;blockchain technology;mission-critical process;business process;access control platforms","","8","","29","IEEE","7 Oct 2019","","","IEEE","IEEE Conferences"
"Detect Defects of Solidity Smart Contract Based on the Knowledge Graph","T. Hu; B. Li; Z. Pan; C. Qian","School of Computer Science and Engineering, Southeast University, Nanjing, China; School of Computer Science and Engineering, Southeast University, Nanjing, China; School of Computer Science and Engineering, Southeast University, Nanjing, China; School of Computer Science and Engineering, Southeast University, Nanjing, China","IEEE Transactions on Reliability","","2023","PP","99","1","17","Smart contract security is one of the core issues in any application based on blockchain. There are many techniques focusing on smart contract security, however, due to the diversity of Solidity versions and limitations of detection time, it is difficult for them to comprehensively localize defects in different versions of smart contracts. In this article, we propose a static defect detection method based on the knowledge graph of the Solidity language and present a defect detection tool called SoliDetector. First, we define the ontology layer of the knowledge graph and construct the instance layer in which syntactic and logical relationships are captured. Second, we introduce the defect pattern to describe each defect and design inference rules to infer complex relationships and judge whether a defect exists. Finally, we localize defects by executing SPARQL queries. SoliDetector can support the detection of 20 kinds of defects and the automatic SPARQL query generation. We conducted several experiments on multiple datasets. SoliDetector obtains a high F-score (i.e., 92.97% on Dataset1 and 91.54% on the SmartBug dataset). To compare SoliDetector with SmartCheck, Slither, and Mythril, we conducted experiments on a labeled benchmark Dataset3 and real-world contracts. SoliDetector has a high F-score of 94.04% and is faster than other tools with an average time of 0.37 s for each contract.","1558-1721","","10.1109/TR.2023.3233999","National Key Research and Development Program of China(grant numbers:2019YFE0105500); Research Council of Norway(grant numbers:309494); Key Research and Development Program of Jiangsu Province(grant numbers:BE2021002-3); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025570","Defect pattern;inference rule;knowledge graph;SPARQL query;smart contract","Smart contracts;Codes;Syntactics;Ontologies;Source coding;Data mining;Security","","","","1","","","IEEE","24 Jan 2023","","","IEEE","IEEE Early Access Articles"
"A Critical-Path-Coverage-Based Vulnerability Detection Method for Smart Contracts","M. Fu; L. Wu; Z. Hong; F. Zhu; H. Sun; W. Feng","Command and Control Engineering College, Army Engineering University of PLA, Nanjing, China; School of Computer Science, Nanjing University of Posts and Telecommunications, Nanjing, China; Command and Control Engineering College, Army Engineering University of PLA, Nanjing, China; School of Computer Science, Nanjing University of Posts and Telecommunications, Nanjing, China; Command and Control Engineering College, Army Engineering University of PLA, Nanjing, China; Command and Control Engineering College, Army Engineering University of PLA, Nanjing, China","IEEE Access","21 Oct 2019","2019","7","","147327","147344","The second generation of blockchain represented by smart contracts has been developing vigorously in recent years. However, frequent smart contract vulnerability incidents pose a serious risk to blockchain ecosystem security. Since current symbol execution tools often fall into path explosion and thus lead to inefficient detection, this paper expands Mythril's framework to optimize its performance. Firstly, it finds out potential vulnerable code regions using static analysis and identifies critical paths that may have security defects. Then, aiming at the problem that traditional search algorithms cannot actively locate and explore critical paths, this paper presents a multi-objective oriented path search (MOPS) strategy based on path priority. This strategy guides dynamic symbolic execution to cover critical paths quickly, avoiding blind traversal of program execution paths. Finally, it describes security rules and proposes corresponding detection logics for different vulnerability categories. This paper analyzes over 1000 smart contracts extracted from Etherscan. Compared with existing tools based on symbolic execution, the proposed method can reduce time consumption by around 35% while ensuring the accuracy of vulnerability detection. Moreover, existing tools often issue warnings that do not actually cause financial losses. But the proposed method only concentrates on code regions related to transfer of funds, so it can reduce the false alarm rate to some extent.","2169-3536","","10.1109/ACCESS.2019.2947146","National Basic Research Program of China (973 Program)(grant numbers:2017YFB08029); Nanjing University of Posts and Telecommunications(grant numbers:NY219004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8867880","Block chain security;smart contract;vulnerability mining","Smart contracts;Security;Tools;Semantics;Blockchain;Explosions","contracts;cryptocurrencies;program diagnostics;program testing;search problems","detection logics;ecosystem security;frequent smart contract vulnerability incidents;critical-path-coverage-based vulnerability detection method;vulnerability categories;program execution paths;dynamic symbolic execution;path priority;multiobjective oriented path search strategy;traditional search algorithms;security defects;critical paths;potential vulnerable code regions;path explosion;current symbol execution tools","","10","","42","CCBY","14 Oct 2019","","","IEEE","IEEE Journals"
"Towards Eidetic Blockchain Systems with Enhanced Provenance","S. Linoy; S. Ray; N. Stakhanova","Faculty of Computer Science, University of New Brunswick, Fredericton, Canada; Faculty of Computer Science, University of New Brunswick, Fredericton, Canada; Department of Computer Science, University of Saskatchewan, Saskatoon, Canada","2020 IEEE 36th International Conference on Data Engineering Workshops (ICDEW)","15 May 2020","2020","","","7","10","Modern blockchain systems with smart contract support are continuing to be rapidly adopted across various industry sectors and are increasingly used to manage valuable assets. As the size and complexity of smart contract applications increases, so are the coding errors, exploit potential, and regulation requirements. For these reasons, it has become necessary to efficiently manage the system's historic execution information, or provenance, to enable efficient analysis. Existing approaches facilitate historic data access, however, they do not support tracking what initiated the changes or why the states mutated. To address this, we propose a system that enables efficient management of historic smart contracts calls, their parameters, and the blockchain state before and after a call. We further explore how querying this historic data in different granularity levels can facilitate the analysis of a use case example comprised of multiple smart contract calls across different entities.","2473-3490","978-1-7281-4266-1","10.1109/ICDEW49219.2020.00-14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9094120","Blockchain;provenance;call graph;defect analysis;debugging;regulatory requirements;audit","Smart contracts;Blockchain;Debugging","contracts;data mining","valuable assets;smart contract applications;coding errors;historic data access;blockchain state;multiple smart contract;industry sectors;eidetic blockchain systems;historic smart contracts","","2","","18","IEEE","15 May 2020","","","IEEE","IEEE Conferences"
