"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Smart Contract with Machine Learning for Multi-objective Optimization in Manufacturing Quality Control","Y. Fu; P. -M. Wong; C. -K. Chui","Department of Mechanical Engineering, National University of Singapore, Singapore; Department of Mechanical Engineering, National University of Singapore, Singapore; Department of Mechanical Engineering, National University of Singapore, Singapore","2021 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","6 Jan 2022","2021","","","380","385","Blockchain can be used to store data safely while ensuring data transparency in quality control of advanced manufacturing. A smart contract running on blockchain can prevent data from being tampered with, along with specifying data transmission rules efficiently and securely. This paper proposes a smart contract system for manufacturing quality control that encompasses machine learning to solve dynamic multi-objective combinatorial optimization problem in production. The proposed system was experimented in various production scenarios. Experimental results showed that the system can effectively restore data through smart contracts when the data were artificially tampered with. In addition, the machine learning algorithm can improve the efficiency of the productions and achieve the combined optimization of multiple objectives.","2577-1655","978-1-6654-4207-7","10.1109/SMC52423.2021.9658776","National University of Singapore; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9658776","","Machine learning algorithms;Smart contracts;Quality control;Production;Machine learning;Manufacturing;Blockchains","blockchains;combinatorial mathematics;contracts;control engineering computing;learning (artificial intelligence);manufacturing processes;optimisation;production engineering computing;quality control","smart contract system;manufacturing quality control;multiobjective combinatorial optimization problem;machine learning algorithm;multiobjective optimization;blockchain;data transparency;advanced manufacturing;data transmission rules","","1","","29","IEEE","6 Jan 2022","","","IEEE","IEEE Conferences"
"On the Possibility of Creating Smart Contracts on Bitcoin by MPC-based Approaches","A. Jahanbin; M. S. Haghighi","School of Electrical and Computer Engineering, College of Engineering, University of Tehran, Tehran, Iran; School of Electrical and Computer Engineering, College of Engineering, University of Tehran, Tehran, Iran","2021 26th International Computer Conference, Computer Society of Iran (CSICC)","7 May 2021","2021","","","1","7","Bitcoin, as the first and the most adopted cryptocurrency, offers many features one of which is contingent payment, that is, the owner of money can programmatically describe the condition upon which his/her money is spent. The condition is determined using a set of instructions written in the Bitcoin scripting language. Unfortunately, this scripting language is not sophisticated enough to create complex conditions or smart contracts in general. Many admirable efforts have been made to build a smart contract infrastructure on top of the Bitcoin platform. In this paper, given the inherent limitations of the Bitcoin scripting language, we critically analyze the practical effectiveness of these methods. Afterwards, we formally define what a smart contract is and introduce seven requirements that if are satisfied, can make creation of smart contracts for Bitcoin possible. Based on the introduced requirements, we examine the ability of the current methods that use secure Multi-party Computation (MPC) to create smart contracts for Bitcoin and show where they fall short. We additionally compare their pros and cons and give clues on how a comprehensive smart contract platform can be possibly built for Bitcoin.","","978-1-6654-1241-4","10.1109/CSICC52343.2021.9420558","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9420558","Smart Contract;Bitcoin;Blockchain;Secure Multiparty Computation;Scripting Language","Systematics;Smart contracts;Bitcoin","authoring languages;contracts;cryptocurrencies","MPC-based approaches;Bitcoin scripting language;smart contract infrastructure;Bitcoin platform;comprehensive smart contract platform;secure multiparty computation","","","","23","IEEE","7 May 2021","","","IEEE","IEEE Conferences"
"Smart Contract based Distributed IoT Security: A Protocol for Autonomous Device Management","J. Wickström; M. Westerlund; G. Pulkkis","Department of Business and Analytics, Arcada University of Applied Sciences, Helsinki, Finland; Department of Business and Analytics, Arcada University of Applied Sciences, Helsinki, Finland; Department of Business and Analytics, Arcada University of Applied Sciences, Helsinki, Finland","2021 IEEE/ACM 21st International Symposium on Cluster, Cloud and Internet Computing (CCGrid)","2 Aug 2021","2021","","","776","781","The proliferation of IoT devices in society demands a renewed focus on securing the use and maintenance of such systems. IoT-based systems have a significant impact on society and therefore such systems must have guaranteed resilience. We introduce a solution as a protocol that utilizes smart contracts on the Ethereum blockchain to enforce a security model that helps maintain distributed IoT networks in a healthy condition throughout their lifecycle. Our protocol enforces secured deployment, communication, management, and maintenance for hardened IoT devices. We additionally propose a smart contract solution for creating and handling generic IoT tasks. This solution enables users to manage devices by utilizing the Ethereum infrastructure for authentication, authorization, and communication. This design allows the devices to function autonomously by interpreting tasks received through smart contract transactions, without any direct human to device interaction. The result is a protocol that provides mechanisms for authentication and authorization, task provisioning, and audit trails.","","978-1-7281-9586-5","10.1109/CCGrid51090.2021.00094","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9499459","Blockchain;Distributed Ledger;Internet of Things;Smart Contracts;Security Protocol","Authorization;Cloud computing;Smart contracts;Authentication;Maintenance engineering;Blockchains;Security","blockchains;computer network security;contracts;Internet of Things","smart contract based distributed IoT security;task provisioning;smart contract transactions;Ethereum infrastructure;generic IoT tasks;smart contract solution;hardened IoT devices;IoT networks;security model;Ethereum blockchain;IoT-based systems;autonomous device management","","6","","26","IEEE","2 Aug 2021","","","IEEE","IEEE Conferences"
"On the Synchronization Power of Token Smart Contracts","O. Alpos; C. Cachin; G. A. Marson; L. Zanolini","University of Bern, Bern, Switzerland; University of Bern, Bern, Switzerland; University of Bern, Bern, Switzerland; University of Bern, Bern, Switzerland","2021 IEEE 41st International Conference on Distributed Computing Systems (ICDCS)","4 Oct 2021","2021","","","640","651","Modern blockchains support a variety of distributed applications beyond cryptocurrencies, including smart contracts, which let users execute arbitrary code in a distributed and decentralized fashion. Regardless of their intended application, blockchain platforms implicitly assume consensus for the correct execution of a smart contract, thus requiring that all transactions are totally ordered. It was only recently recognized that consensus is not necessary to prevent double-spending in a cryptocurrency, contrary to common belief. This result suggests that current implementations may be sacrificing efficiency and scalability because they synchronize transactions much more tightly than actually needed. In this work, we study the synchronization requirements of Ethereum's ERC20 token contract, one of the most widely adopted smart contacts. Namely, we model a smart-contract token as a concurrent object and analyze its consensus number as a measure of synchronization power. We show that the richer set of methods supported by ERC20 tokens, compared to standard cryptocurrencies, results in strictly stronger synchronization requirements. More surprisingly, the synchronization power of ERC20 tokens depends on the object's state and can thus be modified by method invocations. To prove this result, we develop a dedicated framework to express how the object's state affects the needed synchronization level. Our findings indicate that ERC20 tokens, as well as other token standards, are more powerful and versatile than plain cryptocurrencies, and are subject to dynamic requirements. Developing specific synchronization protocols that exploit these dynamic requirements will pave the way towards more robust and scalable blockchain platforms.","2575-8411","978-1-6654-4513-9","10.1109/ICDCS51616.2021.00067","Swiss National Science Foundation (SNSF)(grant numbers:200021_188443); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9546529","Smart contracts;Ethereum tokens;synchronization requirements;consensus number","Analytical models;Power measurement;Codes;Scalability;Conferences;Smart contracts;Blockchains","blockchains;contracts;cryptocurrencies;cryptographic protocols;synchronisation;token networks;transaction processing","synchronization power;token smart contracts;modern blockchains;distributed applications;arbitrary code;distributed decentralized fashion;correct execution;smart-contract token;consensus number;standard cryptocurrencies;synchronization requirements;synchronization level;token standards;plain cryptocurrencies;dynamic requirements;specific synchronization protocols;robust blockchain platforms;scalable blockchain platforms;Ethereum ERC;Ethereum ERC20 token contract","","1","","33","IEEE","4 Oct 2021","","","IEEE","IEEE Conferences"
"Development of a fake news checking crowdsourcing platform consisting of smart contracts combined with gamification","W. -S. Wang; L. -C. Lee","Department of Interaction Design, National Taipei University of Technology, Taipei, Taiwan; Department of Interaction Design, National Taipei University of Technology, Taipei, Taiwan","2021 IEEE International Conference on Consumer Electronics-Taiwan (ICCE-TW)","18 Nov 2021","2021","","","1","2","In recent years, fake news has begun spreading rapidly via social media platforms. Several companies and civil organizations have set up crowdsourcing platforms to combat the spread of fake news. However, these platforms usually encounter the problem of insufficient manpower. Research has proven that gamification is an effective way to increase public participation in crowdsourcing. Based on this, this study proposes a fake news checking platform named ""One For All"" comprising smart contracts combined with game crowdsourcing. We added the core drives of Octalysis in gamification during platform design and executed the platform rules using smart contracts to ensure transparency and fairness of the platform. This is expected to increase the public's intention to use the platform and their trust in it.","2575-8284","978-1-6654-3328-0","10.1109/ICCE-TW52618.2021.9603222","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9603222","","Crowdsourcing;Social networking (online);Conferences;Smart contracts;Games;Companies","blockchains;computer games;contracts;crowdsourcing;social networking (online)","gamification;social media platforms;smart contracts;game crowdsourcing;platform design;platform rules;fake news checking crowdsourcing platform;Octalysis","","","","7","IEEE","18 Nov 2021","","","IEEE","IEEE Conferences"
"Architecture and Performance Comparison of Permissioned Blockchains Platforms for Smart Contracts","G. A. Thomaz; G. F. Camilo; L. A. C. de Souza; O. C. M. B. Duarte",Universidade Federal do Rio de Janeiro - GTA/COPPE/UFRJ; Universidade Federal do Rio de Janeiro - GTA/COPPE/UFRJ; Universidade Federal do Rio de Janeiro - GTA/COPPE/UFRJ; Universidade Federal do Rio de Janeiro - GTA/COPPE/UFRJ,"2021 IEEE Global Communications Conference (GLOBECOM)","2 Feb 2022","2021","","","1","6","Blockchain and Smart Contracts ensure security and automation in trustless scenarios, leading to innovative solutions in various industry branches. The Hyperledger open-source project adopts these technologies in the corporate business, providing platforms for developing distributed applications. This paper analyses and compares two widely used platforms to develop applications based on permissioned blockchains: Hyper-ledger Sawtooth and Hyperledger Fabric. We implement two prototypes based on the same smart contract to evaluate the performance of each tool. The results show that: i) Sawtooth parallel transaction execution performs up to 30% better than serial execution only if the number of conflicting transactions remains low, and ii) Fabric has a much faster consensus protocol, but presents a low performance if the transactions are conflicting.","","978-1-7281-8104-2","10.1109/GLOBECOM46510.2021.9685508","CNPq(grant numbers:465446/2014-0); CAPES; FAPESP(grant numbers:14/50937-1,15/24485-9); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9685508","","Industries;Distributed ledger;Smart contracts;Prototypes;Throughput;Fabrics;Consensus protocol","blockchains;contracts;cryptographic protocols;multi-agent systems;transaction processing","permissioned blockchains platforms;smart contracts;trustless scenarios;innovative solutions;industry branches;corporate business;distributed applications;hyperledger fabric;hyperledger open-source project;hyper-ledger sawtooth;sawtooth parallel transaction execution;consensus protocol","","","","20","IEEE","2 Feb 2022","","","IEEE","IEEE Conferences"
"Towards a Uniform Description Language for Smart Contract","W. Ben Slama Souei; C. El Hog; L. Sliman; R. Ben Djemaa; I. A. Ben Amor","University of Sousse, ISITCOM H.Sousse, H.Sousse, Tunisia; University of Sousse, ISITCOM H.Sousse, H.Sousse, Tunisia; Engineering School of Information and Digital Technologies, EFREI Paris, Villejuif, France; University of Sousse, ISITCOM H.Sousse, H.Sousse, Tunisia; MIRACL Laboratory, Technopole of Sfax, University of Sfax, Sfax, Tunisia","2021 IEEE 30th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE)","24 Jan 2022","2021","","","57","62","In recent years, Blockchain technology has proved its efficiency in many domains. A smart contract is a software component allowing exposing services via the Blockchain network. Smart contracts are small programs that automatically execute the terms of an agreement when predetermined terms and conditions are reached. With the increasing growth in the popularity of smart contracts, searching, retrieving and understanding smart contracts before executing them becomes a significant challenge. Nevertheless, the majority of these contracts are closed source contracts. Therefore, users cannot understand their functionality and their internal mechanism. In addition, their description lacks the expressiveness and it didn't cover the QOS parameters. In this paper, we propose a Uniform Description language for Smart Contract named UDL-SC. This proposal is an extension of USDL based on the MDA approach to promote trust and minimize the ambiguity between the user and the contract provider.","2641-8169","978-1-6654-2789-0","10.1109/WETICE53228.2021.00022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9680488","Smart Contract;Description;Blockchain;Qos;Model Driven Architecture;USDL","Conferences;Smart contracts;Collaboration;Quality of service;Software;Blockchains;Proposals","blockchains;contracts;quality of service","smart contract;uniform description language;Blockchain technology;software component;Blockchain network;closed source contracts;QOS parameters;UDL-SC;contract provider;MDA approach","","1","","17","IEEE","24 Jan 2022","","","IEEE","IEEE Conferences"
"Integrating Blockchain and Internet of Things for Smart Homes","H. H. Al Oliwi; Z. A. Husain; R. Rafeh","First Secondary Industrial Institute in Al-Ahsa, Technical and Vocational Training Corporation (TVTC); Digital Technical College for Girls in Al-Ahsa, Technical and Vocational Training Corporation (TVTC); Otago Polytechnic, New Zealand","2021 Computing, Communications and IoT Applications (ComComAp)","30 Dec 2021","2021","","","77","82","One of the most popular applications of the Internet of Things (IoT) is smart home which consists of several IoT devices for collecting data and controlling home appliances. Since IoT devices communicate with external entities for service provision smart homes are vulnerable to security threats. Blockchain is a public distributed ledger which is immutable and can securely store data. One solution for security issues with smart homes can be integrating blockchain and smart homes. This paper proposes a new framework for integrating blockchain and smart home in which a smart contract controls the interaction among IoT devices with external entities. Smart contract of a home is associated with the public key of the householder and can have several subcontracts. Subcontracts are used to govern the interaction between one or more IoT devices and one or more external entities. The successful results of the first prototype of the proposed framework show its potential to appropriately address the security and data privacy issues with smart homes.","","978-1-6654-2798-2","10.1109/ComComAp53641.2021.9652936","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9652936","Smart Home;Internet of Things;Smart Contract;Blockchain;Security","Data privacy;Smart contracts;Public key;Prototypes;Smart homes;Quality of service;Blockchains","blockchains;computer network security;data privacy;home automation;Internet of Things","blockchain;smart home;smart contract;IoT devices;service provision smart homes;security issues;data privacy issues","","","","16","IEEE","30 Dec 2021","","","IEEE","IEEE Conferences"
"VSCL: Automating Vulnerability Detection in Smart Contracts with Deep Learning","F. Mi; Z. Wang; C. Zhao; J. Guo; F. Ahmed; L. Khan","Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA; Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA; Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA; Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA; Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA; Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA","2021 IEEE International Conference on Blockchain and Cryptocurrency (ICBC)","24 Jun 2021","2021","","","1","9","With the increase of the adoption of blockchain technology in providing decentralized solutions to various problems, smart contracts have become more popular to the point that billions of US Dollars are currently exchanged every day through such technology. Meanwhile, various vulnerabilities in smart contracts have been exploited by attackers to steal cryptocurrencies worth millions of dollars. The automatic detection of smart contract vulnerabilities therefore is an essential research problem. Existing solutions to this problem particularly rely on human experts to define features or different rules to detect vulnerabilities. However, this often causes many vulnerabilities to be ignored, and they are inefficient in detecting new vulnerabilities. In this study, to overcome such challenges, we propose the VSCL framework to automatically detect vulnerabilities in smart contracts on the blockchain. More specifically, first, we utilize novel feature vector generation techniques from bytecode of smart contract since the source code of smart contracts are rarely available in public. Next, the collected vectors are fed into our novel metric learning-based deep neural network(DNN) to get the detection result. We conduct comprehensive experiments on a large-scale benchmark, and the quantitative results demonstrate the effectiveness and efficiency of our approach.","","978-1-6654-3578-9","10.1109/ICBC51069.2021.9461050","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9461050","Smart Contract;Vulnerability Detection;Metric Learning;Blockchain","Measurement;Deep learning;Conferences;Smart contracts;Blockchain;Benchmark testing;Feature extraction","blockchains;contracts;cryptocurrencies;deep learning (artificial intelligence);feature extraction","vulnerability detection automation;deep learning;blockchain technology;cryptocurrencies;smart contract vulnerability automatic detection;VSCL framework;feature vector generation techniques;smart contract bytecode;source code;metric learning-based deep neural network;DNN","","10","","30","IEEE","24 Jun 2021","","","IEEE","IEEE Conferences"
"Smart Contract Security: A Practitioners' Perspective","Z. Wan; X. Xia; D. Lo; J. Chen; X. Luo; X. Yang","College of Computer Science and Technology, Zhejiang University; Faculty of Information Technology, Monash University; School of Information Systems, Singapore Management University; Faculty of Information Technology, Monash University; Department of Computing, Hong Kong Polytechnic University; College of Computer Science and Technology, Zhejiang University","2021 IEEE/ACM 43rd International Conference on Software Engineering (ICSE)","7 May 2021","2021","","","1410","1422","Smart contracts have been plagued by security incidents, which resulted in substantial financial losses. Given numerous research efforts in addressing the security issues of smart contracts, we wondered how software practitioners build security into smart contracts in practice. We performed a mixture of qualitative and quantitative studies with 13 interviewees and 156 survey respondents from 35 countries across six continents to understand practitioners' perceptions and practices on smart contract security. Our study uncovers practitioners' motivations and deterrents of smart contract security, as well as how security efforts and strategies fit into the development lifecycle. We also find that blockchain platforms have a statistically significant impact on practitioners' security perceptions and practices of smart contract development. Based on our findings, we highlight future research directions and provide recommendations for practitioners.","1558-1225","978-1-6654-0296-5","10.1109/ICSE43902.2021.00127","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9402082","Security;Empirical study;Smart contract;Practitioner","Smart contracts;Blockchain;Tools;Software;Security;Continents;Software engineering","blockchains;contracts;knowledge management;organisational aspects","smart contract security;study uncovers practitioners;security efforts;smart contract development;security incidents;security issues;blockchain platforms","","6","","76","IEEE","7 May 2021","","","IEEE","IEEE Conferences"
"TestSmart: A Tool for Automated Generation of Effective Test Cases for Smart Contracts","M. Fooladgar; A. Arefzadeh; F. Faghih","Department of Electrical and Computer Engineering, College of Engineering, University of Tehran, Tehran, Iran; Department of Electrical and Computer Engineering, College of Engineering, University of Tehran, Tehran, Iran; Department of Electrical and Computer Engineering, College of Engineering, University of Tehran, Tehran, Iran","2021 11th International Conference on Computer Engineering and Knowledge (ICCKE)","28 Feb 2022","2021","","","476","481","Ethereum Smart contracts are pieces of code that are run on this blockchain. The correctness of smart contracts is important as they are immutable, their source can be seen by everyone, and they transfer Ether. In this paper, we propose a framework for the automated generation of a set of effective test cases for a given smart contract. We use symbolic execution for generation and mutation testing for selection of test cases. We have evaluated our tool on a set of smart contracts, and our results show how mutation can reduce the size of test suites generated by symbolic execution. Also, by analyzing the survived mutants, we have interesting results about effective test cases that cannot be generated by the symbolic execution engine for smart contracts.","2643-279X","978-1-6654-0208-8","10.1109/ICCKE54056.2021.9721448","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9721448","Blockchain;Smart Contracts;Security Testing;Mutation Testing;Solidity Language;Symbolic Execution","Knowledge engineering;Codes;Smart contracts;Computer bugs;Fuzzing;Size measurement;Blockchains","blockchains;contracts;program testing","Ethereum smart contracts;symbolic execution;TestSmart;automated test case generation;blockchain;smart contract correctness;mutation testing;generation testing;test case selection","","1","","22","IEEE","28 Feb 2022","","","IEEE","IEEE Conferences"
"A Blockchain based Electronic Medical Health Records Framework using Smart Contracts","V. B; S. N. Dass; S. R; R. Chinnaiyan","Department of ISE, CMR Institute of Technology, Visvesvaraya Technological University, Bengaluru, Karnataka, India; Department of ISE, CMR Institute of Technology, Visvesvaraya Technological University, Bengaluru, Karnataka, India; Department of ISE, CMR Institute of Technology, Visvesvaraya Technological University, Bengaluru, Karnataka, India; Dept. of Information Science and Engg., CMR Institute of Technology, Bengaluru, Karnataka, India","2021 International Conference on Computer Communication and Informatics (ICCCI)","21 Apr 2021","2021","","","1","4","The common issues in medical services within the country are mostly associated with doctors' referral process, data transfer between health institutions, and portals for patients to access their medical information. Specific issues arise, such as sharing health Records across institutes or hospitals, problems with misuse of data once shared, no security, etc. The Electronic Health Record (EHR) Framework on Blockchain addresses those issues, resulting from a collaboration of all stakeholders involved. This paper explores the likelihood of representing medical records to make sure data privacy, data accessibility, and data interoperability for the healthcare-specific scenario. Data privacy refers to affording protection to ensure data is available when needed and not used, imparted, accessed, altered, or deleted while being stored or retrieved, or transmitted. Data accessibility is the ability to access the data regardless of natural or artificial accidents, hardware, or others. Improving the accessibility of health data in the healthcare sector while ensuring privacy has been identified as a necessary capability that involves every individual and organization. Traditionally, healthcare interoperability has centered on sharing data between business institutions, such as various hospital systems. The emphasis has lately been on patient-driven information sharing, where the exchange of medical information is patient-mediated and patient-driven. We propose implementing a large-scale information infrastructure to access Smart Contracts sponsored by EHRs as information mediators. The decentralized nature of blockchain technology will aid in making the EHR accessible over a broader network. Using Blockchain will help make far-reaching changes in the healthcare industry by providing immutable, authentic, and accessible medical records, privacy, and faster payments.","2329-7190","978-1-7281-5875-4","10.1109/ICCCI50826.2021.9402689","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9402689","medical information sharing;Blockchain-based EHR;Consent based Health data sharing;Healthcare Record Management","Data privacy;Privacy;Hospitals;Smart contracts;Standards organizations;Blockchain;Stakeholders","blockchains;contracts;data privacy;electronic data interchange;electronic health records;health care;hospitals;information retrieval;open systems","medical services;doctors;data transfer;health institutions;medical information exchange;hospital systems;electronic health record;EHR;data privacy;data accessibility;data interoperability;health data;business institutions;patient-driven information sharing;large-scale information infrastructure;smart contracts;information mediators;blockchain;accessible medical records;authentic medical records;electronic medical health records;health care interoperability;natural accidents;artificial accidents;health care industry;immutable medical records","","3","","11","IEEE","21 Apr 2021","","","IEEE","IEEE Conferences"
"Design Patterns for Smart Contract in Ethereum","G. Destefanis","Department of Computer Science, Brunel University, London, (UK)","2021 IEEE 18th International Conference on Software Architecture Companion (ICSA-C)","10 May 2021","2021","","","121","122","Recently, we witnessed the advent of blockchain technology. Initially a means of cryptocurrency management, it later evolved into the concept of Smart Contracts, real programs running on the blockchain. The most important ecosystem for the development and distribution of SCs, is currently the Ethereum blockchain through the Solidity programming language. It is enjoying increasing popularity, and several applications in the real world have already been developed [1].","","978-1-6654-3910-7","10.1109/ICSA-C52384.2021.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9425848","","Computer languages;Software architecture;Conferences;Smart contracts;Ecosystems;Blockchain;Cryptocurrency","blockchains;contracts","blockchain technology;cryptocurrency management;Ethereum blockchain;Solidity programming language;design patterns;smart contract","","2","","4","IEEE","10 May 2021","","","IEEE","IEEE Conferences"
"Architecture for Smart SAFE Contracts","R. Van der Meyden; M. J. Maher","UNSW, Sydney; Reasoning Research Institute","2021 3rd Conference on Blockchain Research & Applications for Innovative Networks and Services (BRAINS)","25 Oct 2021","2021","","","145","148","This paper proposes an architecture for implementing Y Combinator's Simple Agreements for Future Equity (SAFEs), a class of financial instruments used in funding startups, as smart contracts. We describe design patterns used and the way that aspects of the application motivate the structure of the architecture.","","978-1-6654-3924-4","10.1109/BRAINS52497.2021.9569831","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9569831","","Instruments;Smart contracts","blockchains;contracts;financial data processing","financial instruments;startup funding;design patterns;smart SAFE contracts;Simple Agreements for Future Equity","","","","9","IEEE","25 Oct 2021","","","IEEE","IEEE Conferences"
"Improving Smart Contract Transaction Performance in Hyperledger Fabric","S. Sinha; S. Anand; K. P. K","Department of EEE, MIT Manipal, Manipal Academy of Higher Education, Manipal, India; Department of EEE, MIT Manipal, Manipal Academy of Higher Education, Manipal, India; Department of I & CT, MIT Manipal, Manipal Academy of Higher Education, Manipal, India","2021 Emerging Trends in Industry 4.0 (ETI 4.0)","1 Dec 2021","2021","","","1","6","Block chain is a time-stamped series of records of data that cannot be altered and is managed by a cluster of systems not owned by a single person, company, or entity. A chaincode, also known as a smart contract, is a digital code that controls the transfer of cryptocurrencies or assets directly, among the parties under specific conditions. A major drawback with regards to Blockchain as a technology is the fact that its transaction speed is less compared to the centralized system.In the future, for Blockchain technology to be accepted in industries, there is a need for improvement with regards to the speed.To counter this drawback, we have come up with this paper in which an approach to increase the speed of transactions by changing the current Hashing Algorithm (SHA3) in the Hyperledger Fabric to Blake3 has been done.","","978-1-6654-2237-6","10.1109/ETI4.051663.2021.9619202","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9619202","Blockchain;Consensus;Genesis Block;Hash;SHA3;Blake3;CPU Profiler","Industries;Distributed ledger;Scalability;Smart contracts;Supply chains;Throughput;Fabrics","blockchains;contracts;cryptocurrencies;financial data processing;transaction processing","chaincode;digital code;cryptocurrencies;blockchain;hyperledger fabric;smart contract transaction performance;hashing algorithm;SHA3;Blake3;asset transfer","","","","18","IEEE","1 Dec 2021","","","IEEE","IEEE Conferences"
"High-Performance Smart Contracts Concurrent Execution for Permissioned Blockchain Using SGX","M. Fang; Z. Zhang; C. Jin; A. Zhou","School of Data Science and Engineering, East China Normal University; School of Data Science and Engineering, East China Normal University; School of Data Science and Engineering, East China Normal University; School of Data Science and Engineering, East China Normal University","2021 IEEE 37th International Conference on Data Engineering (ICDE)","22 Jun 2021","2021","","","1907","1912","Since there are no security concerns such as Sybil attacks, selfish mining, etc., the higher the system throughput, the better for the permissioned blockchain. And with the emergence of consensus algorithms, the throughput rates of permissioned blockchain can be up to thousands of transactions per second. The existing serial execution method for smart contracts becomes a new bottleneck for the system. Due to the lack of mutual trust between nodes, for a batch of smart contracts contained in a block, the traditional two-phase smart contract concurrency approach can only achieve concurrency within a single node, but not the parallel execution of contracts between nodes. In this paper, we propose a new two-phase framework based on trusted hardware Intel SGX, which can avoid the re-execution of all smart contracts on all nodes and improve parallelism between nodes. And consistency between nodes is achieved directly with state replication, rather than by re-executing transactions. We design a pre-execution mechanism for smart contracts in untrusted memory to batch fetch all the state data that a smart contract needs to access to reduce frequent enclave transitions during smart contract execution. Besides, we propose a method that generates a compact read-write set and a data structure named Merkle Forest which can generate the compact Merkle multiproofs for the initial data in untrusted memory in parallel and can quickly verify the correctness of the data passed in the enclave. Finally, we integrate all the techniques proposed in this paper into an open-source system BFT-SMaRt to evaluate our approach in a distributed setting. Experimental results show the efficiency of the proposed methods.","2375-026X","978-1-7281-9184-3","10.1109/ICDE51399.2021.00175","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458920","Permissioned blockchain;smart contracts;concurrency;SGX","Concurrent computing;Smart contracts;Blockchain;Forestry;Parallel processing;Throughput;Data structures","concurrency (computers);data integrity;data structures;security of data;software fault tolerance","Merkle Forest;data structure;compact read-write set;SGX;high-performance smart contracts concurrent execution;smart contract execution;two-phase smart contract concurrency approach;permissioned blockchain","","7","","21","IEEE","22 Jun 2021","","","IEEE","IEEE Conferences"
"Analysis of Smart Contract Abstraction in Decentralized Blockchain Based Stock Exchange","S. Sridhar; S. Sanagavarapu","Department of Computer Science and Engineering, College of Engineering Guindy, Anna University, Chennai, India; Department of Computer Science and Engineering, College of Engineering Guindy, Anna University, Chennai, India","2021 IEEE World AI IoT Congress (AIIoT)","21 Jun 2021","2021","","","0397","0406","Stock markets have a centralized structure that has a number of intermediaries and operational trade policies contributing to high transaction times. Blockchain has the capability to optimize market transactions using automation with high security to create a peer-to-peer trading environment. It reduces operational risk by enabling transparency, certitude and interoperability in fragmented market systems to eliminate the need for third party regulators to a large extent. In this paper, a decentralized stock exchange system is implemented with Distributed Ledger Technology (DLT) on Ethereum for executing trades by separating concerns into three different smart contracts: buyer, seller and exchange. The self-enforcing smart contracts used are highly flexible and optimized for parallel operation due to functional abstraction. The multi-contract model is compared to a single contract model, which handles all three aspects within the same contract, by executing sample trading data from NASDAQ. Transaction fees for the miner at 161 Gwei is 27.96% lesser for the single-contract system and 98.75% lesser for the multi-contract system than the brokerage fees of traditional traders for the same transactions. Experimental results indicate that the separation of concern results in transaction costs being 98.26% lower and transaction time being 28.70% lower than having a single contract.","","978-1-6654-3568-0","10.1109/AIIoT52608.2021.9454189","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9454189","Blockchain;Smart Contract;Stock Market Decentralization;Distributed Ledger Technology;Ethereum","Regulators;Automation;Distributed ledger;Smart contracts;Blockchain;Data models;Peer-to-peer computing","blockchains;contracts;financial data processing;open systems;stock markets","smart contract abstraction;decentralized blockchain based stock exchange;stock markets;centralized structure;operational trade policies;high transaction times;market transactions;peer-to-peer trading environment;interoperability;fragmented market systems;decentralized stock exchange system;distributed ledger technology;multicontract model;single contract model;transaction fees;single-contract system;multicontract system;Ethereum","","2","","49","IEEE","21 Jun 2021","","","IEEE","IEEE Conferences"
