"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Smarter Smart Contract Development Tools","M. Coblenz; J. Sunshine; J. Aldrich; B. A. Myers","School of Computer Science, Carnegie Mellon University, Pittsburgh, USA; School of Computer Science, Carnegie Mellon University, Pittsburgh, USA; School of Computer Science, Carnegie Mellon University, Pittsburgh, USA; School of Computer Science, Carnegie Mellon University, Pittsburgh, USA","2019 IEEE/ACM 2nd International Workshop on Emerging Trends in Software Engineering for Blockchain (WETSEB)","5 Sep 2019","2019","","","48","51","Much recent work focuses on finding bugs and security vulnerabilities in smart contracts written in existing languages. Although this approach may be helpful, it does not address flaws in the underlying programming language, which can facilitate writing buggy code in the first place. We advocate a re-thinking of the blockchain software engineering tool set, starting with the programming language in which smart contracts are written. In this paper, we propose and justify requirements for a new generation of blockchain software development tools. New tools should (1) consider users' needs as a primary concern; (2) seek to facilitate safe development by detecting relevant classes of serious bugs at compile time; (3) as much as possible, be blockchain-agnostic, given the wide variety of different blockchain platforms available, and leverage the properties that are common among blockchain environments to improve safety and developer effectiveness.","","978-1-7281-2257-1","10.1109/WETSEB.2019.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8823902","smart contracts, usability of programming languages, blockchain","Blockchain;Smart contracts;Computer bugs;Computer languages;Tools;Software","contracts;program compilers;program debugging;security of data;software engineering;software tools","smarter smart contract development;security vulnerabilities;smart contracts;buggy code;blockchain software engineering tool set;blockchain software development tools;blockchain environments;programming language;blockchain platforms","","1","","28","","5 Sep 2019","","","IEEE","IEEE Conferences"
"Empirical Review of Automated Analysis Tools on 47,587 Ethereum Smart Contracts","T. Durieux; J. F. Ferreira; R. Abreu; P. Cruz","INESC-ID and IST, University of Lisbon,Portugal; INESC-ID and IST, University of Lisbon,Portugal; INESC-ID and IST, University of Lisbon,Portugal; INESC-ID and IST, University of Lisbon,Portugal","2020 IEEE/ACM 42nd International Conference on Software Engineering (ICSE)","21 Dec 2020","2020","","","530","541","Over the last few years, there has been substantial research on automated analysis, testing, and debugging of Ethereum smart contracts. However, it is not trivial to compare and reproduce that research. To address this, we present an empirical evaluation of 9 state-of-the-art automated analysis tools using two new datasets: i) a dataset of 69 annotated vulnerable smart contracts that can be used to evaluate the precision of analysis tools; and ii) a dataset with all the smart contracts in the Ethereum Blockchain that have Solidity source code available on Etherscan (a total of 47,518 contracts). The datasets are part of SmartBugs, a new extendable execution framework that we created to facilitate the integration and comparison between multiple analysis tools and the analysis of Ethereum smart contracts. We used SmartBugs to execute the 9 automated analysis tools on the two datasets. In total, we ran 428,337 analyses that took approximately 564 days and 3 hours, being the largest experimental setup to date both in the number of tools and in execution time. We found that only 42% of the vulnerabilities from our annotated dataset are detected by all the tools, with the tool Mythril having the higher accuracy (27%). When considering the largest dataset, we observed that 97% of contracts are tagged as vulnerable, thus suggesting a considerable number of false positives. Indeed, only a small number of vulnerabilities (and of only two categories) were detected simultaneously by four or more tools.","1558-1225","978-1-4503-7121-6","","Horizon 2020(grant numbers:822404); FCT, Fundação para a Ciência e a Tecnologia(grant numbers:UIDB/50021/2020,PTDC/CCI-COM/29300/2017); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284023","Smart contracts;Solidity;Ethereum;Blockchain;Tools;Debugging;Testing;Reproducible Bugs","Smart contracts;Computer bugs;Debugging;Blockchain;Tools;Testing;Software engineering","blockchains;contracts;program debugging","automated analysis tools;vulnerable smart contracts;extendable execution framework;SmartBugs;Solidity source code;Ethereum smart contracts;largest dataset;annotated dataset;multiple analysis tools;Ethereum blockchain","","","","44","","21 Dec 2020","","","IEEE","IEEE Conferences"
"Pluto: Exposing Vulnerabilities in Inter-Contract Scenarios","F. Ma; Z. Xu; M. Ren; Z. Yin; Y. Chen; L. Qiao; B. Gu; H. Li; Y. Jiang; J. Sun","School of Software, Tsinghua University, 12442 Beijing, Beijing, China, (e-mail: mafc19@mails.tsinghua.edu.cn); Computer Science, University of Waterloo, 8430 Waterloo, Ontario, Canada, (e-mail: zhenyang.xu@uwaterloo.ca); School of Software, Tsinghua University, 12442 Beijing, Beijing, China, (e-mail: rm19@mails.tsinghua.edu.cn); School of Software, Tsinghua University, 12442 Beijing, Beijing, China, (e-mail: Aurora@europe.com); School of Software, Tsinghua University, 12442 Beijing, Beijing, China, (e-mail: yuanliang.chen@cs.ox.ac.uk); Beijing Institute of Control Engineering, 154569 Beijing, Beijing, China, (e-mail: fly2mars@163.com); Beijing Institute of Control Engineering, 154569 Beijing, Beijing, China, (e-mail: gubinbj@sina.com); WeBank, WeBank, Shenzhen, Guanggong, China, (e-mail: wheatli@webank.com); Dept.CST, Tsinghua university, Beijing, Beijing, China, 100084 (e-mail: jiangyu198964@126.com); School of Software, Tsinghua University, Beijing 100084, Beijing, China, (e-mail: sunjg@tsinghua.edu.cn)","IEEE Transactions on Software Engineering","","2021","PP","99","1","1","Attacks on smart contracts have caused considerable losses to digital assets. Many techniques based on symbolic execution, fuzzing, and static analysis are used to detect contract vulnerabilities. Most of the current analyzers only consider vulnerability detection intra-contract scenarios. However, Ethereum contracts usually interact with others by calling their functions. A bug hidden in a path that depends on information from external contract calls is defined as an inter-contract vulnerability. Failure to deal with this kind of bug can result in potential false negatives and false positives. In this work, we propose Pluto, which supports vulnerability detection in inter-contract scenarios. It first builds an Inter-contract Control Flow Graph (ICFG) to extract semantic information among contract calls. Afterward, it symbolically explores the ICFG and deduces Inter-Contract Path Constraints (ICPC) to check the reachability of execution paths more accurately. Finally, Pluto detects whether there is a vulnerability based on some predefined rules. For evaluation, we compare Pluto with five state-of-the-art tools, including Oyente, Mythril, Securify, ILF, and Clairvoyance on a labeled benchmark and 39,443 real-world Ethereum smart contracts. The result shows that other tools can only detect 10% of the inter-contract vulnerabilities, while Pluto can detect 80% of them on the labeled dataset. Beyond that, Pluto has detected 451 confirmed vulnerabilities on real-world contracts, including 36 vulnerabilities in inter-contract scenarios. Two bugs have been assigned with unique CVE identifiers by the US National Vulnerability Database (NVD). On average, Pluto costs 16.9 seconds to analyze a contract, which is as fast as the state-of-the-art tools.","1939-3520","","10.1109/TSE.2021.3117966","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9562567","Smart Contracts;Ethereum;Inter-Contract Vulnerabilities","Pluto;Tools;Smart contracts;Semantics;Computer bugs;Codes;Virtual machining","","","","","","","IEEE","7 Oct 2021","","","IEEE","IEEE Early Access Articles"
"Combining Graph Neural Networks with Expert Knowledge for Smart Contract Vulnerability Detection","Z. Liu; P. Qian; X. Wang; Y. Zhuang; L. Qiu; X. Wang","School of computer and information engineering, Zhejiang Gongshang University, 12625 Hangzhou, Zhejiang, China, (e-mail: liuzhenguang2008@gmail.com); School of Computer and Information Engineering, Zhejiang Gongshang University, 12625 Hangzhou, Zhejiang, China, (e-mail: messi.qp711@gmail.com); School of Computer and Information Engineering, Zhejiang Gongshang University, 12625 Hangzhou, Zhejiang, China, (e-mail: xiaoyangw@zjgsu.edu.cn); School of Computing, National University of Singapore, 37580 Singapore, Singapore, Singapore, (e-mail: zhuangyuan2020@outlook.com); Department of Computer Science and Engineering, Southern University of Science and Technology, 255310 Shenzhen, Guangdong, China, (e-mail: lin_qiu@u.nus.edu); School of Computer Science and Information Engineering, Zhejiang Gongshang University, 12625 Hangzhou, Zhejiang, China, (e-mail: xwang@zjgsu.edu.cn)","IEEE Transactions on Knowledge and Data Engineering","","2021","PP","99","1","1","Smart contract vulnerability detection draws extensive attention in recent years due to the substantial losses caused by hacker-attacks. Existing efforts for contract security analysis heavily rely on rigid rules defined by experts, which is labor-intensive and non-scalable. More importantly, expert-defined rules tend to be error-prone and suffer the inherent risk of being cheated by crafty attackers. Recent researches focus on the symbolic execution and formal analysis of smart contract for vulnerability detection, yet to achieve a precise and scalable solution. Although several methods have been proposed to detect vulnerabilities in smart contracts, there is still a lack of effort that considers combining expert-defined security patterns with deep neural networks. In this paper, we explore using graph neural networks and expert knowledge for smart contract vulnerability detection. Specifically, we cast the rich control- and data- flow semantics of the source code into a contract graph. Then, we propose a novel temporal message propagation network to extract graph feature from the normalized graph, and combine the graph feature with expert patterns to yield a final detection system. Extensive experiments are conducted on all the smart contracts that have source code in two platforms. Empirical results show significant accuracy improvements over state-of-the-art methods.","1558-2191","","10.1109/TKDE.2021.3095196","National Natural Science Foundation of China(grant numbers:61802345,61902348); Natural Science Foundation of Zhejiang Province China(grant numbers:LQ19F020001); Research Program of Zhejiang Lab(grant numbers:2019KD0AC02); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9477066","Deep learning;blockchain;smart contract;vulnerability detection;expert knowledge","Smart contracts;Feature extraction;Blockchain;Security;Semantics;Computer bugs;Knowledge engineering","","","","","","","IEEE","7 Jul 2021","","","IEEE","IEEE Early Access Articles"
"Using Fault Injection to Assess Blockchain Systems in Presence of Faulty Smart Contracts","Á. Hajdu; N. Ivaki; I. Kocsis; A. Klenik; L. Gönczy; N. Laranjeiro; H. Madeira; A. Pataricza","Department of Measurement and Information Systems, Budapest University of Technology and Economics, Budapest, Hungary; Department of Informatics Engineering, University of Coimbra, Coimbra, CISUC, Portugal; Department of Measurement and Information Systems, Budapest University of Technology and Economics, Budapest, Hungary; Department of Measurement and Information Systems, Budapest University of Technology and Economics, Budapest, Hungary; Department of Measurement and Information Systems, Budapest University of Technology and Economics, Budapest, Hungary; Department of Informatics Engineering, University of Coimbra, Coimbra, CISUC, Portugal; Department of Informatics Engineering, University of Coimbra, Coimbra, CISUC, Portugal; Department of Measurement and Information Systems, Budapest University of Technology and Economics, Budapest, Hungary","IEEE Access","27 Oct 2020","2020","8","","190760","190783","Blockchain has become particularly popular due to its promise to support business-critical services in very different domains (e.g., retail, healthcare). Blockchain systems rely on complex middleware, like Ethereum or Hyperledger Fabric, that allow running smart contracts, which specify business logic in cooperative applications. The presence of software defects in these contracts has notably caused failures, including severe security problems. In this article, we use software-implemented fault injection (SWIFI) to assess the behavior of permissioned blockchain systems in the presence of faulty smart contracts. We emulate the occurrence of general software faults and also blockchain-specific software faults (e.g., missing require on transaction sender) in smart contracts code and observe the impact on the overall system dependability in terms of reliability and integrity. We also analyze the effectiveness of formal verification and runtime protection mechanisms in detecting the injected faults. Results indicate that formal verification and runtime protections have to complement built-in platform checks to guarantee proper dependability of blockchain systems. The work presented in this article allows smart contract developers to become aware of possible faults in smart contracts and to understand the impact of their presence. It also provides valuable information for middleware developers to improve the overall fault tolerance of their systems.","2169-3536","","10.1109/ACCESS.2020.3032239","Bi-Lateral FCT-NKFIH Program Portugal-Hungary, through the Project Advanced Analytics for Empirical Assessment of Cloud Resilience; European Union’s Horizon 2020 Research and Innovation Program through the Marie Sklodowska-Curie(grant numbers:823788); NRDI Fund Based on the Charter of Bolster Issued by the NRDI Office under the Auspices of the Ministry for Innovation and Technology; ÚNKP-19-3 New National Excellence Program of the Ministry for Innovation and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9229414","Blockchain systems;dependability;fault injection;formal verification;smart contracts","Smart contracts;Blockchain;Software;Distributed ledger;Fabrics;Computer bugs","business data processing;contracts;cryptography;distributed databases;middleware;program verification;software fault tolerance","fault detection;security problems;hyperledger fabric;Ethereum;permissioned blockchain systems;software-implemented fault injection;software defects;business logic;middleware;business-critical services;faulty smart contracts;fault tolerance;runtime protections;formal verification;system dependability;smart contracts code;blockchain-specific software faults","","1","","62","CCBY","19 Oct 2020","","","IEEE","IEEE Journals"
"SafePay on Ethereum: A Framework For Detecting Unfair Payments in Smart Contracts","Y. Li; H. Liu; Z. Yang; Q. Ren; L. Wang; B. Chen","Oxford-Hainan Blockchain Research Institute,Hainan,China; Oxford-Hainan Blockchain Research Institute,Hainan,China; Oxford-Hainan Blockchain Research Institute,Hainan,China; Oxford-Hainan Blockchain Research Institute,Hainan,China; Oxford-Hainan Blockchain Research Institute,Hainan,China; Oxford-Hainan Blockchain Research Institute,Hainan,China","2020 IEEE 40th International Conference on Distributed Computing Systems (ICDCS)","23 Feb 2021","2020","","","1219","1222","Smart contracts on the Ethereum blockchain are notoriously known as vulnerable to external attacks. Many of their issues led to a considerably large financial loss as they resulted from broken payments by digital assets, e.g., cryptocurrency. Existing research focused on specific patterns to find such problems, e.g., reentrancy bug, nondeterministic recipient etc., yet may lead to false alarms or miss important issues. To mitigate these limitations, we designed the SafePay analysis framework to find unfair payments in Ethereum smart contracts. Compared to existing analyzers, SafePay can detect potential blockchain transactions with feasible exploits thus effectively avoid false reports. Specifically, the detection is driven by a systematic search for violations on fair value exchange (FVE), i.e., a new security invariant introduced in SafePay to indicate that each party “fairly” pays to others. The preliminary evaluation validated the efficacy of SafePay by reporting previously unknown issues and decreasing the number of false alarms.","2575-8411","978-1-7281-7002-2","10.1109/ICDCS47774.2020.00116","Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9355580","Smart contract;Symbolic execution;Taint analysis;Insecure message call","Systematics;Conferences;Smart contracts;Blockchain;Cryptocurrency;Security;Distributed computing","blockchains;contracts;data mining;electronic money","unfair payments;Ethereum blockchain;external attacks;broken payments;digital assets;reentrancy bug;false alarms;SafePay analysis framework;Ethereum smart contracts;potential blockchain transactions;false reports","","","","8","","23 Feb 2021","","","IEEE","IEEE Conferences"
"VERISMART: A Highly Precise Safety Verifier for Ethereum Smart Contracts","S. So; M. Lee; J. Park; H. Lee; H. Oh","Korea University,Department of Computer Science and Engineering; Korea University,Department of Computer Science and Engineering; Korea University,Department of Computer Science and Engineering; Korea University,Department of Computer Science and Engineering; Korea University,Department of Computer Science and Engineering","2020 IEEE Symposium on Security and Privacy (SP)","30 Jul 2020","2020","","","1678","1694","We present VERISMART, a highly precise verifier for ensuring arithmetic safety of Ethereum smart contracts. Writing safe smart contracts without unintended behavior is critically important because smart contracts are immutable and even a single flaw can cause huge financial damage. In particular, ensuring that arithmetic operations are safe is one of the most important and common security concerns of Ethereum smart contracts nowadays. In response, several safety analyzers have been proposed over the past few years, but state-of-the-art is still unsatisfactory; no existing tools achieve high precision and recall at the same time, inherently limited to producing annoying false alarms or missing critical bugs. By contrast, VERISMART aims for an uncompromising analyzer that performs exhaustive verification without compromising precision or scalability, thereby greatly reducing the burden of manually checking undiscovered or incorrectly-reported issues. To achieve this goal, we present a new domain-specific algorithm for verifying smart contracts, which is able to automatically discover and leverage transaction invariants that are essential for precisely analyzing smart contracts. Evaluation with real-world smart contracts shows that VERISMART can detect all arithmetic bugs with a negligible number of false alarms, far outperforming existing analyzers.","2375-1207","978-1-7281-3497-0","10.1109/SP40000.2020.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9152689","","Contracts;Safety;Computer bugs;Tools;Writing","contracts;cryptocurrencies;formal verification;program debugging","VERISMART;Ethereum smart contracts;precise verifier;arithmetic safety;safe smart contracts;safety analyzers;false alarms;missing critical bugs;real-world smart contracts;precise safety verifier","","5","","68","","30 Jul 2020","","","IEEE","IEEE Conferences"
"Smart Contract Security: A Software Lifecycle Perspective","Y. Huang; Y. Bian; R. Li; J. L. Zhao; P. Shi","School of Computer Engineering, Jiangsu University of Technology, Changzhou, China; School of Information Management, Nanjing University, Nanjing, China; School of Computer Engineering, Jiangsu University of Technology, Changzhou, China; Department of Information Systems, City University of Hong Kong, Hong Kong; School of Computer Engineering, Jiangsu University of Technology, Changzhou, China","IEEE Access","23 Oct 2019","2019","7","","150184","150202","Smart contract security is an emerging research area that deals with security issues arising from the execution of smart contracts in a blockchain system. Generally, a smart contract is a piece of executable code that automatically runs on the blockchain to enforce an agreement preset between parties involved in the transaction. As an innovative technology, smart contracts have been applied in various business areas, such as digital asset exchange, supply chains, crowdfunding, and intellectual property. Unfortunately, many security issues in smart contracts have been reported in the media, often leading to substantial financial losses. These security issues pose new challenges to security research because the execution environment of smart contracts is based on blockchain computing and its decentralized nature of execution. Thus far, many partial solutions have been proposed to address specific aspects of these security issues, and the trend is to develop new methods and tools to automatically detect common security vulnerabilities. However, smart contract security is systematic engineering that should be explored from a global perspective, and a comprehensive study of issues in smart contract security is urgently needed. To this end, we conduct a literature review of smart contract security from a software lifecycle perspective. We first analyze the key features of blockchain that can cause security issues in smart contracts and then summarize the common security vulnerabilities of smart contracts. To address these vulnerabilities, we examine recent advances in smart contract security spanning four development phases: 1) security design; 2) security implementation; 3) testing before deployment; and 4) monitoring and analysis. Finally, we outline emerging challenges and opportunities in smart contract security for blockchain engineers and researchers.","2169-3536","","10.1109/ACCESS.2019.2946988","Shenzhen Science and Technology Innovation Commission(grant numbers:JCY20170818100156260); National Natural Science Foundation of China(grant numbers:61472166,61672270,61602216); Humanities and Social Science Research Fund of the Ministry of Education in China(grant numbers:18YJC840045); Natural Science Foundation of Jiangsu Province(grant numbers:BK20161199); Natural Science Foundation of the Jiangsu University of Technology(grant numbers:KYY16033); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8864988","Blockchain;Ethereum;information security;smart contract;software engineering;software lifecycle","Smart contracts;Security;Blockchain;Software;Fabrics;Computer bugs","security of data;software engineering","smart contract security;security issues;security vulnerabilities;blockchain computing;software lifecycle perspective;security design phase;security implementation phase;testing before deployment phase;monitoring and analysis phase","","10","","100","CCBY","14 Oct 2019","","","IEEE","IEEE Journals"
"ConFuzzius: A Data Dependency-Aware Hybrid Fuzzer for Smart Contracts","C. F. Torres; A. K. Iannillo; A. Gervais; R. State","University of Luxembourg,SnT; University of Luxembourg,SnT; Imperial College London; University of Luxembourg,SnT","2021 IEEE European Symposium on Security and Privacy (EuroS&P)","4 Nov 2021","2021","","","103","119","Smart contracts are Turing-complete programs that are executed across a blockchain. Unlike traditional programs, once deployed, they cannot be modified. As smart contracts carry more value, they become more of an exciting target for attackers. Over the last years, they suffered from exploits costing millions of dollars due to simple programming mistakes. As a result, a variety of tools for detecting bugs have been proposed. Most of these tools rely on symbolic execution, which may yield false positives due to over-approximation. Recently, many fuzzers have been proposed to detect bugs in smart contracts. However, these tend to be more effective in finding shallow bugs and less effective in finding bugs that lie deep in the execution, therefore achieving low code coverage and many false negatives. An alternative that has proven to achieve good results in traditional programs is hybrid fuzzing, a combination of symbolic execution and fuzzing. In this work, we study hybrid fuzzing on smart contracts and present ConFuzzius, the first hybrid fuzzer for smart contracts. ConFuzzius uses evolutionary fuzzing to exercise shallow parts of a smart contract and constraint solving to generate inputs that satisfy complex conditions that prevent evolutionary fuzzing from exploring deeper parts. Moreover, ConFuzzius leverages dynamic data dependency analysis to efficiently generate sequences of transactions that are more likely to result in contract states in which bugs may be hidden. We evaluate the effectiveness of ConFuzzius by comparing it with state-of-the-art symbolic execution tools and fuzzers for smart contracts. Our evaluation on a curated dataset of 128 contracts and a dataset of 21K real-world contracts shows that our hybrid approach detects more bugs than state-of-the-art tools (up to 23%) and that it outperforms existing tools in terms of code coverage (up to 69%). We also demonstrate that data dependency analysis can boost bug detection up to 18%.","","978-1-6654-1491-3","10.1109/EuroSP51992.2021.00018","Luxembourg National Research Fund (FNR)(grant numbers:13192291); European Unions Horizon 2020 research and innovation programme(grant numbers:830927); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9581164","Ethereum;smart contracts;hybrid fuzzing;data dependency analysis;genetic algorithm;symbolic execution","Codes;Costing;Smart contracts;Computer bugs;Tools;Fuzzing;Programming","","","","","","52","","4 Nov 2021","","","IEEE","IEEE Conferences"
"AaYusH: A Smart Contract-Based Telesurgery System for Healthcare 4.0","R. Gupta; A. Shukla; S. Tanwar","Department of Computer Science and Engineering, Institute of Technology, Nirma University, Ahmedabad, Gujarat, India; Department of Computer Science and Engineering, Institute of Technology, Nirma University, Ahmedabad, Gujarat, India; Department of Computer Science and Engineering, Institute of Technology, Nirma University, Ahmedabad, Gujarat, India","2020 IEEE International Conference on Communications Workshops (ICC Workshops)","21 Jul 2020","2020","","","1","6","Telesurgery (TS) with 5G-enabled Tactile Internet (TI) has enormous potential to deliver real-time ultra-responsive surgical services remotely with high quality and accuracy. It is quite beneficial for society in the prospect of highly precise surgical diagnosis. However, the existing TS systems have security, privacy, latency, and blockchain (BC) storage cost issues, which restricts its applicability in surgical procedures across the world in the near future. To mitigate the above-mentioned issues, in this paper, we propose an approach named AaYusH (Ethereum smart contract (ESC) and IPFS-based TS system). The security and privacy issues in AaYusH can be resolved through ESC, whereas storage cost issues with the InterPlanetary File System (IPFS) protocol. Moreover, we present a real-time SC written in Solidity and deployed in Truffle suite. We test the security bugs of AaYusH in MyThril open-source tool and detect no issues. Finally, we evaluate the performance of AaYusH in context to latency and data storage cost, and it outperforms as compared to the traditional telesurgery system.","2474-9133","978-1-7281-7440-2","10.1109/ICCWorkshops49005.2020.9145044","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9145044","Telesurgery;Blockchain;Smart Contract;Ethereum;Solidity;Healthcare;Latency","Surgery;Contracts;Security;Real-time systems;Hospitals;Reliability","5G mobile communication;cloud computing;contracts;control engineering computing;cryptography;data privacy;health care;Internet of Things;medical robotics;program debugging;public domain software;surgery;telemedicine","AaYusH;latency data storage cost;smart contract-based telesurgery System;Healthcare 4.0;5G-enabled Tactile Internet;blockchain storage cost issues;privacy issues;InterPlanetary File System protocol;security bugs;ultra-responsive surgical services;TI;Ethereum smart contract;ESC;IPFS-based TS system;MyThril open-source tool;Solidity;Truffle suite;cloud server;surgical robots","","8","","23","","21 Jul 2020","","","IEEE","IEEE Conferences"
"MPro: Combining Static and Symbolic Analysis for Scalable Testing of Smart Contract","W. Zhang; S. Banescu; L. Pasos; S. Stewart; V. Ganesh",University of Waterloo; Quantstamp Inc.; Quantstamp Inc.; Quantstamp Inc.; University of Waterloo,"2019 IEEE 30th International Symposium on Software Reliability Engineering (ISSRE)","10 Feb 2020","2019","","","456","462","Smart contracts are executable programs that enable the building of a programmable trust mechanism between multiple entities without the need of a trusted third-party. At the time of this writing, there were over 10 million smart contracts deployed on the Ethereum networks and this number continues to grow at a rapid pace. Smart contracts are often written in a Turing-complete programming language called Solidity, which is not easy to audit for subtle errors. Further, since smart contracts are immutable, errors have led to attacks resulting in losses of cryptocurrency worth 100s of millions of USD and reputational damage. Unfortunately, manual security analyses do not scale with size and number of smart contracts. Automated and scalable mechanisms are essential if smart contracts are to gain mainstream acceptance. Researchers have developed several security scanners in the past couple of years. However, many of these analyzer either do not scale well, or if they do, produce many false positives. This issue is exacerbated when bugs are triggered only after a series of interactions with the functions of the contract-under-test. A depth-n vulnerability, refers to a vulnerability that requires invoking a specific sequence of n functions to trigger. Depth-n vulnerabilities are time-consuming to detect by existing automated analyzers, because of the combinatorial explosion of sequences of functions that could be executed on smart contracts. In this paper, we present a technique to analyze depth-n vulnerabilities in an efficient and scalable way by combining symbolic execution and data dependency analysis. A significant advantage of combining symbolic with static analysis is that it scales much better than symbolic alone and does not have the problem of false positive that static analysis tools typically have. We have implemented our technique in a tool called MPro, a scalable and automated smart contract analyzer based on the existing symbolic analysis tool Mythril-Classic and the static analysis tool Slither. We analyzed 100 randomly chosen smart contracts on MPro and our evaluation shows that MPro is about n-times faster than Mythril-Classic for detecting depth-n vulnerabilities, while preserving all the detection capabilities of Mythril-Classic.","2332-6549","978-1-7281-4982-0","10.1109/ISSRE.2019.00052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8987460","Blockchain;Smart Contract;Symbolic Execution;Static Analysis","","contracts;cryptocurrencies;program diagnostics;program testing;program verification;symbol manipulation;Turing machines","Slither tool;Mythril-Classic tool;symbolic execution;data dependency analysis;depth-n vulnerability;contract-under-test;cryptocurrency;Solidity;Turing-complete programming language;Ethereum networks;trusted third-party;programmable trust mechanism;executable programs;scalable testing;symbolic analysis;static analysis;MPro;automated smart contract analyzer;scalable contract analyzer","","1","","18","","10 Feb 2020","","","IEEE","IEEE Conferences"
"SPrune: A Code Pruning Tool for Ethereum Solidity Contract Static Analysis","Z. Zhou; Y. Xiong; W. Huang; L. Ma","University of Science and Technology of China,School of Computer Science and Technology,Hefei,PR China; University of Science and Technology of China,School of Computer Science and Technology,Hefei,PR China; University of Science and Technology of China,School of Computer Science and Technology,Hefei,PR China; Beijing Institute of Remote Sensing,Beijing,China,122000","2020 6th International Conference on Big Data Computing and Communications (BIGCOM)","6 Aug 2020","2020","","","66","70","Ethereum is a cryptographic currency system built on top of blockchain. It allows anyone to write smart contracts in high-level programming languages, solidity is the most popular and mature one. In the last few years, the use of smart contracts across domains has increased a lot, security analysis to detect the potential issues in contracts thus becomes crucial. Theorem proving is a formal method technique which mathematically prove the correctness of a design with respect to a mathematical formal specification, that can be applied to smart contracts’ secure analysis. The successful implementation of a deduction calculs of theorem proving in an automated reasoning program requires the integration of search strategies that reduce the search space by pruning unnecessary deduction paths.This paper desribes SPrune, a code pruning tool designed to simplify static analysis for solidity contracts. It works by unfolding derived contracts based on the inheritance between contracts in one smart contract, and execute code pruning on the unfolded contract. Our tool allows for the application of static code pruning and provides facility for solidity contract developers and testers to trace and localize bugs in contracts.","","978-1-7281-8275-9","10.1109/BigCom51056.2020.00015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9160448","Ethereum;Solidity;smart contracts;static analysis","Contracts;Tools;Libraries;Computer languages;Mathematical model;Syntactics","contracts;cryptocurrencies;distributed databases;formal specification;formal verification;inference mechanisms;program debugging;program diagnostics;program testing;source code (software);theorem proving","static code pruning;solidity contract developers;SPrune;code pruning tool;cryptographic currency system;high-level programming languages;security analysis;theorem proving;formal method technique;mathematical formal specification;smart contracts;Ethereum solidity contract static analysis;blockchain;automated reasoning program","","","","14","","6 Aug 2020","","","IEEE","IEEE Conferences"
"Self-Adaptive Security for SLA Based Smart Contract","I. Singh; S. -W. Lee","Ajou University,Dept. of Computer Engineering,Suwon,Republic of Korea; Ajou University,Dept. of Artificial Intelligence Dept. of Software and Computer Engineering,Suwon,Republic of Korea","2021 IEEE 29th International Requirements Engineering Conference Workshops (REW)","27 Oct 2021","2021","","","388","393","The current smart contracts development practices do not follow a standard security development process to understand and explore the security vulnerabilities and attacks in smart contracts. We propose a self-adaptive security modeling approach for modeling and analyzing Service Level Agreement (SLA) based smart contracts using attack scenarios and goal models. There are many security vulnerabilities and bugs in the smart contract due to inconsistencies in the design of smart contracts. The objective of the proposed research is to help the smart contract security requirements designers and developers to understand the security vulnerabilities, concerns, and to propose a self-adaptive security approach to provide countermeasures to detect and mitigate these attacks in the SLA smart contract in the domain of Blockchain-Based Cloud (BBC).","","978-1-6654-1898-0","10.1109/REW53955.2021.00069","National Research Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9582302","Smart Contract;Self-Adaptive Security;Service Level Agreement;Blockchain;Cloud","Analytical models;Conferences;Smart contracts;Computer bugs;Security;Requirements engineering;Standards","","","","","","15","","27 Oct 2021","","","IEEE","IEEE Conferences"
